codigo,nome_do_curso,total_vagas,inscritos,cv,ano
203,engenharia mecanica  diurno  florianopolis,71.0,1238.0,17.44,2014
216,engenharia quimica  diurno  florianopolis,32.0,764.0,23.88,2014
211,engenharia sanitaria e ambiental  florianopolis,58.0,405.0,6.98,2014
755,engenharia textil  diurno  blumenau,65.0,41.0,0.63,2014
601,engenharias  joinville  joinville,260.0,932.0,3.58,2014
102,farmacia  diurno  florianopolis,84.0,305.0,3.63,2014
329,filosofia  bellic  noturno  florianopolis,24.0,102.0,4.25,2014
328,filosofia  bellic  vespertinonoturno  florianopolis,24.0,65.0,2.71,2014
002,fisica  bel  diurno  florianopolis,35.0,134.0,3.83,2014
225,fisica  licenciatura  noturno  florianopolis,48.0,118.0,2.46,2014
Obs.: C/V - Relação Candidato Vaga,,,,,2014
"O número de inscritos na opção 1 refere-se ao total de candidatos inscritos no curso, independente da opção no PAA.",,,,,2014
654,fisioterapia  bel  diurno  ararangua,39.0,195.0,5.0,2014
109,fonoaudiologia  noturno  florianopolis,39.0,206.0,5.28,2014
331,geografia  bellic  diurno  florianopolis,26.0,115.0,4.42,2014
332,geografia  bellic  noturno  florianopolis,26.0,75.0,2.88,2014
336,geologia  bel  diurno  florianopolis,19.0,216.0,11.37,2014
326,historia  bellic  diurno  florianopolis,29.0,195.0,6.72,2014
327,historia  bellic  noturno  florianopolis,29.0,152.0,5.24,2014
415,jornalismo  diurno  florianopolis,39.0,510.0,13.08,2014
421,letras  alemao  bellic  diurno  florianopolis,26.0,31.0,1.19,2014
423,letras  espanhol  bellic  diurno  florianopolis,26.0,43.0,1.65,2014
424,letras  frances  bellic  diurno  florianopolis,26.0,52.0,2.0,2014
425,letras  ingles  bellic  diurno  florianopolis,26.0,202.0,7.77,2014
427,letras  italiano  bellic  diurno  florianopolis,26.0,34.0,1.31,2014
441,letras  libras  bel  diurno  florianopolis,13.0,19.0,1.46,2014
440,letras  libras  lic  diurno  florianopolis,13.0,53.0,4.08,2014
428,letras  portugues  bellic  diurno  florianopolis,52.0,108.0,2.08,2014
426,letras  portugues  bellic  noturno  florianopolis,26.0,83.0,3.19,2014
223,matematica  licenciatura  diurno  florianopolis,42.0,127.0,3.02,2014
224,matematica  licenciatura  noturno  florianopolis,26.0,50.0,1.92,2014
751,matematica  licenciatura  noturno  blumenau,65.0,71.0,1.09,2014
222,matematica e comput cientifica  bel  florianopolis,26.0,21.0,0.81,2014
103,medicina  diurno  florianopolis,65.0,6785.0,104.38,2014
552,medicina veterinaria  diurno  curitibanos,52.0,490.0,9.42,2014
230,meteorologia  diurno  florianopolis,19.0,46.0,2.42,2014
338,museologia  bel  diurno  florianopolis,16.0,34.0,2.13,2014
009,nutricao  diurno  florianopolis,29.0,456.0,15.72,2014
333,oceanografia  diurno  florianopolis,19.0,191.0,10.05,2014
104,odontologia  diurno  florianopolis,65.0,876.0,13.48,2014
308,pedagogia  diurno  florianopolis,65.0,273.0,4.2,2014
319,psicologia  bellic  diurno  florianopolis,58.0,1014.0,17.48,2014
003,quimica  belbel em quimica tecnologica  florianopolis,52.0,149.0,2.87,2014
205,quimica  licenciatura  diurno  florianopolis,26.0,96.0,3.69,2014
752,quimica  licenciatura  noturno  blumenau,65.0,45.0,0.69,2014
340,relacoes internacionais  diurno  florianopolis,52.0,566.0,10.88,2014
429,secretariado executivo  bel  noturno  florianopolis,26.0,73.0,2.81,2014
309,servico social  diurno  florianopolis,52.0,131.0,2.52,2014
339,servico social  noturno  florianopolis,39.0,102.0,2.62,2014
238,sistemas de informacao  noturno  florianopolis,65.0,454.0,6.98,2014
652,tec da informacao e comunicacaonoturno  ararangua,65.0,83.0,1.28,2014
502,zootecnia  diurno  florianopolis,45.0,113.0,2.51,2014
301,administracao  diurno,52.0,385.0,7.4,2015
316,administracao  noturno,52.0,393.0,7.56,2015
501,agronomia,57.0,276.0,4.84,2015
555,agronomia curitibanos,52.0,117.0,2.25,2015
337,antropologia  bel  diurno,13.0,92.0,7.08,2015
207,arquitetura e urbanismo,42.0,1425.0,33.93,2015
335,arquivologia  bel  diurno,31.0,43.0,1.39,2015
451,artes cenicas  bel  noturno,15.0,192.0,12.8,2015
601,bacharel interdisciplinar em mobilidade,31.0,41.0,1.32,2015
324,biblioteconomia  noturno,42.0,81.0,1.93,2015
503,ciencia e tecnologia de alimentos,36.0,89.0,2.47,2015
108,ciencias biologicas  bellic  diurno,42.0,582.0,13.86,2015
110,ciencias biologicas  lic noturno,42.0,218.0,5.19,2015
302,ciencias contabeis  diurno,47.0,189.0,4.02,2015
317,ciencias contabeis  noturno,47.0,288.0,6.13,2015
208,ciencias da computacao,52.0,515.0,9.9,2015
304,ciencias economicas  diurno,47.0,211.0,4.49,2015
318,ciencias economicas  noturno,47.0,246.0,5.23,2015
310,ciencias sociais  bellic  diurno,22.0,121.0,5.5,2015
320,ciencias sociais  bellic  noturno,25.0,126.0,5.04,2015
450,cinema  bel  diurno,15.0,267.0,17.8,2015
454,design  bel  diurnonoturno,63.0,765.0,12.14,2015
303,direito  diurno,47.0,1298.0,27.62,2015
005,direito  noturno,47.0,1197.0,25.47,2015
444,educacao fisica  bel  diurno,31.0,471.0,15.19,2015
404,educacao fisica  lic  diurno,31.0,312.0,10.06,2015
101,enfermagem  diurno,39.0,373.0,9.56,2015
653,eng de energia  vespnot ararangua,42.0,107.0,2.55,2015
655,engde computacao  vespnot ararangua,31.0,143.0,4.61,2015
754,engde controle e automacao blumenau,52.0,90.0,1.73,2015
753,engde materiais  diurno blumenau,52.0,52.0,1.0,2015
602,engenharia aeroespacial,26.0,213.0,8.19,2015
603,engenharia automotiva,26.0,207.0,7.96,2015
201,engenharia civil  diurno,57.0,1525.0,26.75,2015
215,engenharia de alimentos  diurno,26.0,171.0,6.58,2015
234,engenharia de aquicultura  diurno,42.0,88.0,2.1,2015
220,engenharia de controle e automacao,37.0,274.0,7.41,2015
607,engenharia de infraestrutura,26.0,116.0,4.46,2015
233,engenharia de materiais  diurno,36.0,169.0,4.69,2015
212,engenharia de producao civil  diurno,21.0,247.0,11.76,2015
213,engenharia de producao eletrica  diurno,21.0,72.0,3.43,2015
214,engenharia de producao mecanica  diurno,21.0,200.0,9.52,2015
608,engenharia de transportes e logistica,26.0,74.0,2.85,2015
202,engenharia eletrica  diurno,52.0,494.0,9.5,2015
235,engenharia eletronica  diurno,31.0,180.0,5.81,2015
604,engenharia ferroviaria e metroviaria,21.0,30.0,1.43,2015
553,engenharia florestal curitibanos,52.0,89.0,1.71,2015
203,engenharia mecanica  diurno,57.0,1193.0,20.93,2015
605,engenharia mecatronica,26.0,220.0,8.46,2015
606,engenharia naval,26.0,288.0,11.08,2015
216,engenharia quimica  diurno,26.0,727.0,27.96,2015
211,engenharia sanitaria e ambiental,47.0,349.0,7.43,2015
755,engenharia textil  diurno blumenau,52.0,39.0,0.75,2015
102,farmacia  diurno,68.0,313.0,4.6,2015
329,filosofia  bellic  noturno,19.0,79.0,4.16,2015
328,filosofia  bellic  vespertinonoturno,19.0,77.0,4.05,2015
002,fisica  bel  diurno,28.0,106.0,3.79,2015
225,fisica  licenciatura  noturno,39.0,96.0,2.46,2015
654,fisioterapia  bel  diurno ararangua,31.0,210.0,6.77,2015
109,fonoaudiologia  noturno,31.0,184.0,5.94,2015
331,geografia  bellic  diurno,21.0,69.0,3.29,2015
332,geografia  bellic  noturno,21.0,114.0,5.43,2015
336,geologia  bel  diurno,15.0,199.0,13.27,2015
326,historia  bellic  diurno,23.0,183.0,7.96,2015
327,historia  bellic  noturno,23.0,169.0,7.35,2015
415,jornalismo  diurno,31.0,516.0,16.65,2015
421,letras  alemao  bellic  diurno,21.0,31.0,1.48,2015
423,letras  espanhol  bellic  diurno,21.0,32.0,1.52,2015
424,letras  frances  bellic  diurno,21.0,43.0,2.05,2015
425,letras  ingles  bellic  diurno,21.0,224.0,10.67,2015
427,letras  italiano  bellic  diurno,21.0,26.0,1.24,2015
441,letras  libras  bel  diurno,10.0,23.0,2.3,2015
440,letras  libras  lic  diurno,10.0,67.0,6.7,2015
428,letras  portugues  bellic  diurno,42.0,102.0,2.43,2015
426,letras  portugues  bellic  noturno,21.0,75.0,3.57,2015
751,matematica  lic  noturno blumenau,52.0,45.0,0.87,2015
223,matematica  licenciatura  diurno,34.0,90.0,2.65,2015
224,matematica  licenciatura  noturno,21.0,68.0,3.24,2015
222,matematica e comput cientifica  bel,21.0,39.0,1.86,2015
103,medicina  diurno,52.0,6142.0,118.12,2015
552,medicina veterinaria curitibanos,42.0,457.0,10.88,2015
230,meteorologia  diurno,15.0,35.0,2.33,2015
338,museologia  bel  diurno,13.0,28.0,2.15,2015
009,nutricao  diurno,23.0,563.0,24.48,2015
333,oceanografia  diurno,15.0,234.0,15.6,2015
104,odontologia  diurno,52.0,834.0,16.04,2015
308,pedagogia  diurno,52.0,252.0,4.85,2015
319,psicologia  bellic  diurno,47.0,1103.0,23.47,2015
003,quimica  belbel em quimica tecnologica,42.0,170.0,4.05,2015
752,quimica  lic  noturno blumenau,52.0,50.0,0.96,2015
205,quimica  licenciatura  diurno,21.0,81.0,3.86,2015
340,relacoes internacionais  diurno,42.0,602.0,14.33,2015
429,secretariado executivo  bel  noturno,21.0,66.0,3.14,2015
309,servico social  diurno,42.0,106.0,2.52,2015
339,servico social  noturno,31.0,117.0,3.77,2015
238,sistemas de informacao  noturno,52.0,409.0,7.87,2015
652,tec da info e comunicacao ararangua,52.0,88.0,1.69,2015
502,zootecnia  diurno,36.0,142.0,3.94,2015
301,administracao  diurno,35.0,475.0,13.57,2016
316,administracao  noturno,35.0,498.0,14.23,2016
501,agronomia,38.0,297.0,7.82,2016
555,agronomia curitibanos,35.0,138.0,3.94,2016
455,animacao  bacharelado diurnonoturno,14.0,166.0,11.86,2016
337,antropologia  bel  diurno,9.0,81.0,9.0,2016
207,arquitetura e urbanismo,28.0,1443.0,51.54,2016
335,arquivologia  bel  diurno,21.0,34.0,1.62,2016
451,artes cenicas  bel  noturno,10.0,158.0,15.8,2016
601,bacharel interdisciplinar em mobilidade,21.0,40.0,1.9,2016
324,biblioteconomia  noturno,21.0,76.0,3.62,2016
342,ciencia da informacao  bel  diurnonot,7.0,17.0,2.43,2016
503,ciencia e tecnologia de alimentos,24.0,66.0,2.75,2016
108,ciencias biologicas  bellic  diurno,28.0,594.0,21.21,2016
110,ciencias biologicas  lic noturno,28.0,183.0,6.54,2016
302,ciencias contabeis  diurno,31.0,247.0,7.97,2016
317,ciencias contabeis  noturno,31.0,301.0,9.71,2016
208,ciencias da computacao,35.0,538.0,15.37,2016
304,ciencias economicas  diurno,31.0,203.0,6.55,2016
318,ciencias economicas  noturno,31.0,192.0,6.19,2016
310,ciencias sociais  bellic  diurno,15.0,93.0,6.2,2016
320,ciencias sociais  bellic  noturno,17.0,102.0,6.0,2016
450,cinema  bel  diurno,10.0,331.0,33.1,2016
454,design  bel  diurnonoturno,28.0,772.0,27.57,2016
303,direito  diurno,31.0,1533.0,49.45,2016
005,direito  noturno,31.0,1268.0,40.9,2016
444,educacao fisica  bel  diurno,21.0,531.0,25.29,2016
404,educacao fisica  lic  diurno,21.0,276.0,13.14,2016
101,enfermagem  diurno,26.0,476.0,18.31,2016
653,eng de energia  vespnot ararangua,28.0,111.0,3.96,2016
655,engde computacaodiurnonot ararangua,21.0,133.0,6.33,2016
754,engde controle e automacao blumenau,35.0,125.0,3.57,2016
602,engenharia aeroespacial,17.0,240.0,14.12,2016
603,engenharia automotiva,17.0,207.0,12.18,2016
201,engenharia civil  diurno,38.0,1420.0,37.37,2016
215,engenharia de alimentos  diurno,17.0,133.0,7.82,2016
234,engenharia de aquicultura  diurno,28.0,86.0,3.07,2016
220,engenharia de controle e automacao,25.0,232.0,9.28,2016
607,engenharia de infraestrutura,17.0,88.0,5.18,2016
212,engenharia de producao civil  diurno,14.0,190.0,13.57,2016
213,engenharia de producao eletrica  diurno,14.0,96.0,6.86,2016
214,engenharia de producao mecanica  diurno,14.0,188.0,13.43,2016
608,engenharia de transportes e logistica,17.0,67.0,3.94,2016
202,engenharia eletrica  diurno,35.0,541.0,15.46,2016
235,engenharia eletronica  diurno,21.0,163.0,7.76,2016
604,engenharia ferroviaria e metroviaria,14.0,52.0,3.71,2016
553,engenharia florestal curitibanos,35.0,77.0,2.2,2016
233,engenharia materiais  diurno,24.0,148.0,6.17,2016
753,engenharia materiais  diurno blumenau,35.0,55.0,1.57,2016
203,engenharia mecanica  diurno,38.0,1232.0,32.42,2016
605,engenharia mecatronica,17.0,247.0,14.53,2016
606,engenharia naval,17.0,228.0,13.41,2016
216,engenharia quimica  diurno,17.0,652.0,38.35,2016
211,engenharia sanitaria e ambiental,31.0,358.0,11.55,2016
755,engenharia textil  diurno blumenau,35.0,47.0,1.34,2016
102,farmacia  diurno,45.0,386.0,8.58,2016
329,filosofia  bellic  noturno,13.0,106.0,8.15,2016
328,filosofia  bellic  vespertinonoturno,13.0,82.0,6.31,2016
002,fisica  bel  diurno,19.0,154.0,8.11,2016
225,fisica  licenciatura  noturno,26.0,77.0,2.96,2016
654,fisioterapia  bel  diurno ararangua,21.0,250.0,11.9,2016
109,fonoaudiologia  diurno,21.0,184.0,8.76,2016
331,geografia  bellic  diurno,14.0,90.0,6.43,2016
332,geografia  bellic  noturno,14.0,86.0,6.14,2016
336,geologia  bel  diurno,10.0,142.0,14.2,2016
326,historia  bellic  diurno,16.0,182.0,11.38,2016
327,historia  bellic  noturno,16.0,162.0,10.13,2016
415,jornalismo  diurno,21.0,535.0,25.48,2016
421,letras  alemao  bellic  diurno,14.0,27.0,1.93,2016
423,letras  espanhol  bellic  diurno,14.0,27.0,1.93,2016
424,letras  frances  bellic  diurno,14.0,34.0,2.43,2016
425,letras  ingles  bellic  diurno,14.0,178.0,12.71,2016
427,letras  italiano  bellic  diurno,14.0,26.0,1.86,2016
441,letras  libras  bel  diurno,10.0,13.0,1.3,2016
440,letras  libras  lic  diurno,10.0,42.0,4.2,2016
428,letras  portugues  bellic  diurno,28.0,94.0,3.36,2016
426,letras  portugues  bellic  noturno,14.0,60.0,4.29,2016
756,matematica  lic  diurno blumenau,17.0,18.0,1.06,2016
751,matematica  lic  noturno blumenau,17.0,28.0,1.65,2016
223,matematica  licenciatura  diurno,23.0,49.0,2.13,2016
224,matematica  licenciatura  noturno,14.0,28.0,2.0,2016
222,matematica e comput cientifica  bel,14.0,29.0,2.07,2016
103,medicina  diurno,35.0,8190.0,234.0,2016
552,medicina veterinaria curitibanos,28.0,599.0,21.39,2016
230,meteorologia  diurno,10.0,28.0,2.8,2016
338,museologia  bel  diurno,9.0,36.0,4.0,2016
009,nutricao  diurno,16.0,611.0,38.19,2016
333,oceanografia  diurno,10.0,235.0,23.5,2016
104,odontologia  diurno,35.0,1104.0,31.54,2016
308,pedagogia  diurno,35.0,173.0,4.94,2016
319,psicologia  bellic  diurno,31.0,1162.0,37.48,2016
003,quimica  belbel em quimica tecnologica,28.0,142.0,5.07,2016
752,quimica  lic  noturno blumenau,35.0,54.0,1.54,2016
205,quimica  licenciatura  diurno,14.0,54.0,3.86,2016
340,relacoes internacionais  diurno,28.0,611.0,21.82,2016
429,secretariado executivo  bel  noturno,14.0,51.0,3.64,2016
309,servico social  diurno,28.0,150.0,5.36,2016
339,servico social  noturno,21.0,108.0,5.14,2016
238,sistemas de informacao  noturno,35.0,453.0,12.94,2016
652,tec da info e comunicacao ararangua,35.0,84.0,2.4,2016
502,zootecnia  diurno,24.0,139.0,5.79,2016
301,administracao  diurno  florianopolis,35.0,413.0,11.8,2017
316,administracao  noturno  florianopolis,35.0,407.0,11.63,2017
501,agronomia  diurno  florianopolis,38.0,297.0,7.82,2017
555,agronomia  diurnonoturno  curitibanos,35.0,163.0,4.66,2017
455,animacao  bel  diurnonoturno  florianopolis,14.0,305.0,21.79,2017
337,antropologia  bel  diurno  florianopolis,9.0,66.0,7.33,2017
207,arquitetura e urbanismo  diurno  florianopolis,28.0,1220.0,43.57,2017
335,arquivologia  bel  diurno  florianopolis,21.0,34.0,1.62,2017
451,artes cenicas  bel  noturno  florianopolis,15.0,94.0,6.27,2017
601,bacharelado interdiscip em mobilidade  joinville,21.0,32.0,1.52,2017
324,biblioteconomia  noturno  florianopolis,21.0,59.0,2.81,2017
342,ciencia da informacao  bel  diurnonot  florianopolis,7.0,42.0,6.0,2017
503,ciencia e tecnologia de alimentos  florianopolis,24.0,59.0,2.46,2017
108,ciencias biologicas  bellic  diurno  florianopolis,28.0,557.0,19.89,2017
110,ciencias biologicas  lic noturno  florianopolis,28.0,216.0,7.71,2017
302,ciencias contabeis  diurno  florianopolis,31.0,247.0,7.97,2017
317,ciencias contabeis  noturno  florianopolis,31.0,243.0,7.84,2017
208,ciencias da computacao  diurno  florianopolis,35.0,582.0,16.63,2017
304,ciencias economicas  diurno  florianopolis,31.0,170.0,5.48,2017
318,ciencias economicas  noturno  florianopolis,31.0,174.0,5.61,2017
310,ciencias sociais  bellic  diurno  florianopolis,15.0,81.0,5.4,2017
320,ciencias sociais  bellic  noturno  florianopolis,17.0,94.0,5.53,2017
450,cinema  bel  diurno  florianopolis,10.0,352.0,35.2,2017
454,design  bel  diurnonoturno  florianopolis,21.0,486.0,23.14,2017
452,design de produto  bel  diurnonoturno  florianopolis,14.0,80.0,5.71,2017
303,direito  diurno  florianopolis,31.0,1434.0,46.26,2017
005,direito  noturno  florianopolis,31.0,1232.0,39.74,2017
444,educacao fisica  bel  diurno  florianopolis,21.0,517.0,24.62,2017
404,educacao fisica  lic  diurno  florianopolis,21.0,262.0,12.48,2017
101,enfermagem  diurno  florianopolis,26.0,573.0,22.04,2017
602,engenharia aeroespacial  diurno  joinville,17.0,217.0,12.76,2017
603,engenharia automotiva  diurno  joinville,17.0,217.0,12.76,2017
201,engenharia civil  diurno  florianopolis,38.0,1094.0,28.79,2017
215,engenharia de alimentos  diurno  florianopolis,17.0,115.0,6.76,2017
234,engenharia de aquicultura  diurno  florianopolis,28.0,74.0,2.64,2017
655,engenharia de computacaodiurnonoturno  ararangua,21.0,131.0,6.24,2017
220,engenharia de controle e automacao  florianopolis,25.0,204.0,8.16,2017
754,engenharia de controle e automacao  blumenau,35.0,101.0,2.89,2017
653,engenharia de energiavespertinonoturno  ararangua,28.0,89.0,3.18,2017
607,engenharia de infraestrutura  diurno  joinville,17.0,65.0,3.82,2017
233,engenharia de materiais  diurno  florianopolis,24.0,115.0,4.79,2017
753,engenharia de materiais  diurno  blumenau,35.0,52.0,1.49,2017
212,engenharia de producao civil  diurno  florianopolis,14.0,177.0,12.64,2017
213,engenharia de producao eletrica  diurno  florianopolis,14.0,74.0,5.29,2017
214,engenharia de producao mecanica  diurno  florianopolis,14.0,134.0,9.57,2017
608,engenharia de transportes e logistica  joinville,17.0,60.0,3.53,2017
202,engenharia eletrica  diurno  florianopolis,35.0,406.0,11.6,2017
235,engenharia eletronica  diurno  florianopolis,21.0,131.0,6.24,2017
604,engenharia ferroviaria e metroviaria  joinville,14.0,16.0,1.14,2017
553,engenharia florestal  diurnonoturno  curitibanos,35.0,77.0,2.2,2017
203,engenharia mecanica  diurno  florianopolis,38.0,974.0,25.63,2017
605,engenharia mecatronica  diurno  joinville,17.0,248.0,14.59,2017
606,engenharia naval  diurno  joinville,17.0,174.0,10.24,2017
216,engenharia quimica  diurno  florianopolis,17.0,543.0,31.94,2017
211,engenharia sanitaria e ambiental  diurn  florianopolis,31.0,254.0,8.19,2017
755,engenharia textil  diurno  blumenau,35.0,46.0,1.31,2017
102,farmacia  diurno  florianopolis,45.0,389.0,8.64,2017
329,filosofia  bellic  noturno  florianopolis,13.0,76.0,5.85,2017
328,filosofia  bellic  vespertinonoturno  florianopolis,13.0,67.0,5.15,2017
002,fisica  bel  diurno  florianopolis,19.0,160.0,8.42,2017
225,fisica  licenciatura  noturno  florianopolis,26.0,90.0,3.46,2017
654,fisioterapia  bel  diurno  ararangua,21.0,311.0,14.81,2017
109,fonoaudiologia  diurno  florianopolis,21.0,201.0,9.57,2017
331,geografia  bellic  diurno  florianopolis,14.0,87.0,6.21,2017
332,geografia  bellic  noturno  florianopolis,14.0,82.0,5.86,2017
336,geologia  bel  diurno  florianopolis,10.0,110.0,11.0,2017
326,historia  bellic  diurno  florianopolis,16.0,180.0,11.25,2017
327,historia  bellic  noturno  florianopolis,16.0,149.0,9.31,2017
415,jornalismo  diurno  florianopolis,21.0,485.0,23.1,2017
421,letras  alemao  bellic  diurno  florianopolis,14.0,37.0,2.64,2017
423,letras  espanhol  bellic  diurno  florianopolis,14.0,34.0,2.43,2017
424,letras  frances  bellic  diurno  florianopolis,14.0,42.0,3.0,2017
425,letras  ingles  bellic  diurno  florianopolis,14.0,181.0,12.93,2017
427,letras  italiano  bellic  diurno  florianopolis,14.0,19.0,1.36,2017
441,letras  libras  bel  diurno  florianopolis,7.0,25.0,3.57,2017
440,letras  libras  lic  diurno  florianopolis,7.0,35.0,5.0,2017
428,letras  portugues  bellic  diurno  florianopolis,28.0,126.0,4.5,2017
426,letras  portugues  bellic  noturno  florianopolis,14.0,55.0,3.93,2017
222,matematica  bel  diurno  florianopolis,14.0,52.0,3.71,2017
223,matematica  licenciatura  diurno  florianopolis,38.0,86.0,2.26,2017
756,matematica  licenciatura  diurno  blumenau,17.0,16.0,0.94,2017
751,matematica  licenciatura  noturno  blumenau,17.0,32.0,1.88,2017
103,medicina  diurno  florianopolis,35.0,7541.0,215.46,2017
552,medicina veterinaria  diurno  curitibanos,28.0,640.0,22.86,2017
230,meteorologia  diurno  florianopolis,10.0,42.0,4.2,2017
338,museologia  bel  diurno  florianopolis,10.0,32.0,3.2,2017
009,nutricao  diurno  florianopolis,16.0,670.0,41.88,2017
333,oceanografia  diurno  florianopolis,10.0,159.0,15.9,2017
104,odontologia  diurno  florianopolis,35.0,1116.0,31.89,2017
308,pedagogia  diurno  florianopolis,35.0,235.0,6.71,2017
319,psicologia  bellic  diurno  florianopolis,31.0,1217.0,39.26,2017
003,quimica  belbel em quimica tecnologica  florianopolis,28.0,160.0,5.71,2017
205,quimica  licenciatura  diurno  florianopolis,14.0,61.0,4.36,2017
752,quimica  licenciatura  noturno  blumenau,35.0,52.0,1.49,2017
340,relacoes internacionais  diurno  florianopolis,28.0,526.0,18.79,2017
429,secretariado executivo  bel  noturno  florianopolis,14.0,56.0,4.0,2017
309,servico social  diurno  florianopolis,28.0,143.0,5.11,2017
339,servico social  noturno  florianopolis,21.0,138.0,6.57,2017
238,sistemas de informacao  noturno  florianopolis,35.0,425.0,12.14,2017
652,tec da info e comunicacao  noturno  ararangua,35.0,71.0,2.03,2017
502,zootecnia  diurno  florianopolis,24.0,130.0,5.42,2017
301,administracao  diurno  florianopolis,35.0,380.0,10.86,2018
316,administracao  noturno  florianopolis,35.0,420.0,12.0,2018
555,agronomia  diurno  curitibanos,35.0,104.0,2.97,2018
501,agronomia  diurno  florianopolis,38.0,251.0,6.61,2018
455,animacao  diurnonoturno  florianopolis,14.0,258.0,18.43,2018
337,antropologia  diurno  florianopolis,9.0,67.0,7.44,2018
207,arquitetura e urbanismo  diurno  florianopolis,28.0,891.0,31.82,2018
335,arquivologia  diurno  florianopolis,21.0,18.0,0.86,2018
451,artes cenicas  noturno  florianopolis,15.0,86.0,5.73,2018
601,bacharelado interdiscip em mobilidade  joinville,21.0,21.0,1.0,2018
324,biblioteconomia  noturno  florianopolis,21.0,52.0,2.48,2018
342,ciencia da informacao  diurnonot  florianopolis,7.0,46.0,6.57,2018
503,ciencia e tecnologia de alimentos  florianopolis,24.0,39.0,1.63,2018
108,ciencias biologicas  bellic  diurno  florianopolis,28.0,494.0,17.64,2018
110,ciencias biologicas  lic noturno  florianopolis,28.0,161.0,5.75,2018
302,ciencias contabeis  diurno  florianopolis,31.0,161.0,5.19,2018
317,ciencias contabeis  noturno  florianopolis,31.0,255.0,8.23,2018
208,ciencias da computacao  diurno  florianopolis,35.0,501.0,14.31,2018
304,ciencias economicas  diurno  florianopolis,31.0,172.0,5.55,2018
318,ciencias economicas  noturno  florianopolis,31.0,147.0,4.74,2018
310,ciencias sociais  bellic  diurno  florianopolis,15.0,80.0,5.33,2018
320,ciencias sociais  bellic  noturno  florianopolis,17.0,77.0,4.53,2018
450,cinema  diurno  florianopolis,10.0,322.0,32.2,2018
454,design  diurnonoturno  florianopolis,21.0,472.0,22.48,2018
452,design de produto  diurnonoturno  florianopolis,14.0,176.0,12.57,2018
303,direito  diurno  florianopolis,31.0,1400.0,45.16,2018
005,direito  noturno  florianopolis,31.0,1055.0,34.03,2018
444,educacao fisica  bel  diurno  florianopolis,21.0,512.0,24.38,2018
404,educacao fisica  lic  diurno  florianopolis,21.0,235.0,11.19,2018
101,enfermagem  diurno  florianopolis,26.0,594.0,22.85,2018
602,engenharia aeroespacial  diurnonoturno  joinville,17.0,237.0,13.94,2018
603,engenharia automotiva  diurnonoturno  joinville,17.0,160.0,9.41,2018
201,engenharia civil  diurno  florianopolis,38.0,809.0,21.29,2018
215,engenharia de alimentos  diurno  florianopolis,17.0,99.0,5.82,2018
234,engenharia de aquicultura  diurno  florianopolis,28.0,58.0,2.07,2018
655,engenharia de computacaodiurnonoturno  ararangua,21.0,96.0,4.57,2018
220,engenharia de controle e automacao  florianopolis,25.0,156.0,6.24,2018
754,engenharia de controle e automacao  blumenau,35.0,80.0,2.29,2018
653,engenharia de energia  diurnonoturno  ararangua,28.0,56.0,2.0,2018
607,engenharia de infraestruturadiurnonot  joinville,17.0,60.0,3.53,2018
233,engenharia de materiais  diurno  florianopolis,24.0,102.0,4.25,2018
753,engenharia de materiais  diurno  blumenau,35.0,26.0,0.74,2018
212,engenharia de producao civil  diurno  florianopolis,14.0,129.0,9.21,2018
213,engenharia de producao eletrica  diurno  florianopolis,14.0,64.0,4.57,2018
214,engenharia de producao mecanica  diurno  florianopolis,14.0,133.0,9.5,2018
608,engenharia de transportes e logistica  joinville,17.0,51.0,3.0,2018
202,engenharia eletrica  diurno  florianopolis,35.0,400.0,11.43,2018
235,engenharia eletronica  diurno  florianopolis,21.0,141.0,6.71,2018
604,engenharia ferroviaria e metroviaria  joinville,14.0,27.0,1.93,2018
553,engenharia florestal  diurno  curitibanos,35.0,48.0,1.37,2018
203,engenharia mecanica  diurno  florianopolis,38.0,722.0,19.0,2018
605,engenharia mecatronica  diurnonoturno  joinville,17.0,231.0,13.59,2018
606,engenharia naval  diurnonoturno  joinville,17.0,132.0,7.76,2018
216,engenharia quimica  diurno  florianopolis,17.0,445.0,26.18,2018
211,engenharia sanitaria e ambientaldiurno  florianopolis,31.0,189.0,6.1,2018
755,engenharia textil  diurno  blumenau,35.0,34.0,0.97,2018
102,farmacia  diurno  florianopolis,45.0,370.0,8.22,2018
329,filosofia  bellic  noturno  florianopolis,13.0,78.0,6.0,2018
328,filosofia  bellic  vespertinonoturno  florianopolis,13.0,59.0,4.54,2018
002,fisica  bel  diurno  florianopolis,19.0,111.0,5.84,2018
225,fisica  lic  noturno  florianopolis,26.0,63.0,2.42,2018
654,fisioterapia  diurno  ararangua,21.0,252.0,12.0,2018
109,fonoaudiologia  diurno  florianopolis,14.0,153.0,10.93,2018
331,geografia  bellic  diurno  florianopolis,14.0,47.0,3.36,2018
332,geografia  bellic  noturno  florianopolis,14.0,81.0,5.79,2018
336,geologia  diurno  florianopolis,10.0,79.0,7.9,2018
326,historia  bellic  diurno  florianopolis,16.0,136.0,8.5,2018
327,historia  bellic  noturno  florianopolis,16.0,144.0,9.0,2018
415,jornalismo  diurno  florianopolis,21.0,377.0,17.95,2018
421,letras  alemao  bellic  diurno  florianopolis,14.0,23.0,1.64,2018
423,letras  espanhol  bellic  diurno  florianopolis,14.0,29.0,2.07,2018
