codigo,nome_do_curso,total_vagas,inscritos,cv,ano
310.0,ciencias sociais  diurno,40.0,193.0,4.83,2006
320.0,ciencias sociais  noturno,40.0,222.0,5.55,2006
450.0,cinema,30.0,313.0,10.43,2006
420.0,design,60.0,867.0,14.45,2006
303.0,direito  diurno,80.0,1124.0,14.05,2006
5.0,direito  noturno,80.0,1279.0,15.99,2006
444.0,educacao fisica  bacharelado,60.0,571.0,9.52,2006
404.0,educacao fisica  licenciatura,60.0,498.0,8.3,2006
101.0,enfermagem,70.0,658.0,9.4,2006
220.0,eng de controle e automacao ind,60.0,676.0,11.27,2006
201.0,engenharia civil,100.0,568.0,5.68,2006
215.0,engenharia de alimentos,45.0,324.0,7.2,2006
234.0,engenharia de aquicultura,60.0,296.0,4.93,2006
233.0,engenharia de materiais,60.0,263.0,4.38,2006
212.0,engenharia de producao civil,35.0,165.0,4.71,2006
213.0,engenharia de producao eletrica,35.0,155.0,4.43,2006
214.0,engenharia de producao mecanica,35.0,338.0,9.66,2006
202.0,engenharia eletrica,100.0,559.0,5.59,2006
203.0,engenharia mecanica,100.0,1163.0,11.63,2006
216.0,engenharia quimica,45.0,436.0,9.69,2006
211.0,engenharia sanitaria e ambiental,80.0,596.0,7.45,2006
102.0,farmacia,120.0,949.0,7.91,2006
329.0,filosofia  noturno,35.0,213.0,6.09,2006
328.0,filosofia  vespertinonoturno,35.0,81.0,2.31,2006
2.0,fisica  bacharelado  diurno,45.0,151.0,3.36,2006
225.0,fisica  licenciatura  noturno,65.0,157.0,2.42,2006
331.0,geografia  diurno,40.0,200.0,5.0,2006
332.0,geografia  noturno,40.0,374.0,9.35,2006
326.0,historia  diurno,45.0,209.0,4.64,2006
327.0,historia  noturno,45.0,372.0,8.27,2006
415.0,jornalismo,60.0,1048.0,17.47,2006
421.0,letras  lingua alema,40.0,111.0,2.78,2006
423.0,letras  lingua espanhola,40.0,123.0,3.08,2006
424.0,letras  lingua francesa,40.0,150.0,3.75,2006
425.0,letras  lingua inglesa,40.0,322.0,8.05,2006
427.0,letras  lingua italiana,40.0,99.0,2.48,2006
428.0,letras  lingua portuguesa,40.0,150.0,3.75,2006
426.0,letras  lingua portuguesa  not,40.0,173.0,4.33,2006
429.0,letras  secretariado exec ingles,40.0,182.0,4.55,2006
223.0,matematica  licenc  diurno,65.0,124.0,1.91,2006
224.0,matematica  licenciatura  not,40.0,140.0,3.5,2006
222.0,matematica e comput cientifica,30.0,107.0,3.57,2006
103.0,medicina,100.0,3287.0,32.87,2006
9.0,nutricao,40.0,715.0,17.88,2006
104.0,odontologia,90.0,1030.0,11.44,2006
308.0,pedagogia,100.0,593.0,5.93,2006
319.0,psicologia,80.0,1063.0,13.29,2006
217.0,quimica,80.0,319.0,3.99,2006
309.0,servico social  diurno,80.0,264.0,3.3,2006
339.0,servico social  noturno,60.0,357.0,5.95,2006
238.0,sistemas de informacao  noturno,100.0,756.0,7.56,2006
301.0,administracao  diurno,90.0,557.0,6.19,2008
316.0,administracao  noturno,90.0,989.0,10.99,2008
501.0,agronomia,90.0,466.0,5.18,2008
207.0,arquitetura e urbanismo,80.0,1076.0,13.45,2008
451.0,artes cenicas  hab em teatro,30.0,167.0,5.57,2008
324.0,biblioteconomia  noturno,80.0,224.0,2.8,2008
108.0,ciencias biologicas,60.0,658.0,10.97,2008
302.0,ciencias contabeis  diurno,80.0,277.0,3.46,2008
317.0,ciencias contabeis  noturno,80.0,572.0,7.15,2008
208.0,ciencias da computacao,100.0,627.0,6.27,2008
304.0,ciencias economicas  diurno,90.0,298.0,3.31,2008
318.0,ciencias economicas  noturno,90.0,360.0,4.0,2008
310.0,ciencias sociais  diurno,40.0,109.0,2.73,2008
320.0,ciencias sociais  noturno,40.0,151.0,3.78,2008
450.0,cinema,30.0,271.0,9.03,2008
420.0,design,60.0,600.0,10.0,2008
303.0,direito  diurno,80.0,1179.0,14.74,2008
5.0,direito  noturno,80.0,1220.0,15.25,2008
444.0,educacao fisica  bacharelado,60.0,459.0,7.65,2008
404.0,educacao fisica  licenciatura,60.0,432.0,7.2,2008
101.0,enfermagem,70.0,526.0,7.51,2008
220.0,eng de controle e automacao ind,60.0,486.0,8.1,2008
201.0,engenharia civil,100.0,684.0,6.84,2008
215.0,engenharia de alimentos,45.0,237.0,5.27,2008
234.0,engenharia de aquicultura,60.0,160.0,2.67,2008
233.0,engenharia de materiais,60.0,191.0,3.18,2008
212.0,engenharia de producao civil,40.0,178.0,4.45,2008
213.0,engenharia de producao eletrica,40.0,167.0,4.18,2008
214.0,engenharia de producao mecanica,40.0,296.0,7.4,2008
202.0,engenharia eletrica,100.0,502.0,5.02,2008
203.0,engenharia mecanica,100.0,1119.0,11.19,2008
216.0,engenharia quimica,45.0,472.0,10.49,2008
211.0,engenharia sanitaria e ambiental,80.0,680.0,8.5,2008
102.0,farmacia,120.0,758.0,6.32,2008
329.0,filosofia  noturno,35.0,134.0,3.83,2008
328.0,filosofia  vespertinonoturno,35.0,68.0,1.94,2008
2.0,fisica  bacharelado  diurno,45.0,107.0,2.38,2008
225.0,fisica  licenciatura  noturno,65.0,106.0,1.63,2008
331.0,geografia  diurno,40.0,130.0,3.25,2008
332.0,geografia  noturno,40.0,223.0,5.58,2008
326.0,historia  diurno,45.0,182.0,4.04,2008
327.0,historia  noturno,45.0,258.0,5.73,2008
415.0,jornalismo,60.0,713.0,11.88,2008
421.0,letras  lingua alema,40.0,49.0,1.23,2008
423.0,letras  lingua espanhola,40.0,98.0,2.45,2008
424.0,letras  lingua francesa,40.0,103.0,2.58,2008
425.0,letras  lingua inglesa,40.0,202.0,5.05,2008
427.0,letras  lingua italiana,40.0,64.0,1.6,2008
428.0,letras  lingua portuguesa,80.0,113.0,1.41,2008
426.0,letras  lingua portuguesa  not,40.0,116.0,2.9,2008
429.0,letras  secretariado exec ingles,40.0,173.0,4.33,2008
223.0,matematica  licenc  diurno,65.0,83.0,1.28,2008
224.0,matematica  licenciatura  not,40.0,138.0,3.45,2008
222.0,matematica e comput cientifica,30.0,76.0,2.53,2008
103.0,medicina,100.0,4075.0,40.75,2008
9.0,nutricao,40.0,507.0,12.68,2008
333.0,oceanografia,30.0,633.0,21.1,2008
104.0,odontologia,90.0,963.0,10.7,2008
308.0,pedagogia,100.0,395.0,3.95,2008
319.0,psicologia,80.0,783.0,9.79,2008
217.0,quimica,80.0,268.0,3.35,2008
309.0,servico social  diurno,80.0,161.0,2.01,2008
339.0,servico social  noturno,60.0,316.0,5.27,2008
238.0,sistemas de informacao  noturno,100.0,635.0,6.35,2008
502.0,zootecnia,60.0,223.0,3.72,2008
301.0,administracao  diurno,100.0,784.0,7.84,2009
316.0,administracao  noturno,100.0,564.0,5.64,2009
501.0,agronomia,100.0,372.0,3.72,2009
207.0,arquitetura e urbanismo,80.0,1145.0,14.31,2009
451.0,artes cenicas  hab em teatro,30.0,120.0,4.0,2009
324.0,biblioteconomia  noturno,80.0,103.0,1.29,2009
503.0,ciencia e tecnol agroalimentar  diurno,60.0,164.0,2.73,2009
108.0,ciencias biologicas,80.0,616.0,7.7,2009
302.0,ciencias contabeis  diurno,90.0,433.0,4.81,2009
317.0,ciencias contabeis  noturno,90.0,432.0,4.8,2009
208.0,ciencias da computacao,100.0,607.0,6.07,2009
304.0,ciencias economicas  diurno,90.0,354.0,3.93,2009
318.0,ciencias economicas  noturno,90.0,300.0,3.33,2009
310.0,ciencias sociais  diurno,42.0,159.0,3.79,2009
320.0,ciencias sociais  noturno,48.0,110.0,2.29,2009
450.0,cinema,30.0,244.0,8.13,2009
453.0,design de animacao,40.0,268.0,6.7,2009
452.0,design de produto,40.0,181.0,4.53,2009
420.0,design grafico,40.0,326.0,8.15,2009
303.0,direito  diurno,90.0,1209.0,13.43,2009
5.0,direito  noturno,90.0,941.0,10.46,2009
444.0,educacao fisica  bacharelado,60.0,419.0,6.98,2009
404.0,educacao fisica  licenciatura,60.0,297.0,4.95,2009
101.0,enfermagem,75.0,416.0,5.55,2009
220.0,eng de controle e automacao,72.0,546.0,7.58,2009
201.0,engenharia civil,110.0,1162.0,10.56,2009
215.0,engenharia de alimentos,50.0,226.0,4.52,2009
234.0,engenharia de aquicultura,70.0,213.0,3.04,2009
233.0,engenharia de materiais,70.0,261.0,3.73,2009
212.0,engenharia de producao civil,40.0,245.0,6.13,2009
213.0,engenharia de producao eletrica,40.0,136.0,3.4,2009
214.0,engenharia de producao mecanica,40.0,338.0,8.45,2009
202.0,engenharia eletrica,100.0,533.0,5.33,2009
203.0,engenharia mecanica,110.0,1179.0,10.72,2009
216.0,engenharia quimica,50.0,554.0,11.08,2009
211.0,engenharia sanitaria e ambiental,90.0,644.0,7.16,2009
102.0,farmacia,130.0,633.0,4.87,2009
329.0,filosofia  noturno,37.0,80.0,2.16,2009
328.0,filosofia  vespertinonoturno,37.0,105.0,2.84,2009
2.0,fisica  bacharelado  diurno,55.0,116.0,2.11,2009
225.0,fisica  licenciatura  noturno,75.0,118.0,1.57,2009
331.0,geografia  diurno,40.0,153.0,3.83,2009
332.0,geografia  noturno,40.0,164.0,4.1,2009
326.0,historia  diurno,45.0,162.0,3.6,2009
327.0,historia  noturno,45.0,139.0,3.09,2009
415.0,jornalismo,60.0,705.0,11.75,2009
421.0,letras  lingua alema,40.0,82.0,2.05,2009
423.0,letras  lingua espanhola,40.0,87.0,2.18,2009
424.0,letras  lingua francesa,40.0,61.0,1.53,2009
425.0,letras  lingua inglesa,40.0,203.0,5.08,2009
427.0,letras  lingua italiana,40.0,45.0,1.13,2009
428.0,letras  lingua portuguesa,80.0,198.0,2.48,2009
426.0,letras  lingua portuguesa  not,40.0,99.0,2.48,2009
429.0,letras  secretariado exec ingles,40.0,119.0,2.98,2009
223.0,matematica  licenc  diurno,65.0,132.0,2.03,2009
224.0,matematica  licenciatura  not,40.0,63.0,1.58,2009
222.0,matematica e comput cientifica,40.0,48.0,1.2,2009
103.0,medicina,100.0,4296.0,42.96,2009
9.0,nutricao,45.0,432.0,9.6,2009
333.0,oceanografia,30.0,297.0,9.9,2009
104.0,odontologia,100.0,906.0,9.06,2009
308.0,pedagogia,100.0,299.0,2.99,2009
319.0,psicologia,90.0,737.0,8.19,2009
3.0,quimica  bel,80.0,163.0,2.04,2009
205.0,quimica  lic,40.0,46.0,1.15,2009
340.0,relacoes internacionais,80.0,789.0,9.86,2009
309.0,servico social  diurno,80.0,268.0,3.35,2009
339.0,servico social  noturno,60.0,159.0,2.65,2009
238.0,sistemas de informacao  noturno,100.0,601.0,6.01,2009
502.0,zootecnia,60.0,242.0,4.03,2009
301,administracao  diurno,100.0,552.0,5.52,2011
316,administracao  noturno,100.0,545.0,5.45,2011
501,agronomia,110.0,288.0,2.62,2011
337,antropologia,25.0,84.0,3.36,2011
207,arquitetura e urbanismo,80.0,1368.0,17.1,2011
335,arquivologia,60.0,87.0,1.45,2011
451,artes cenicas  hab em teatro,30.0,126.0,4.2,2011
324,biblioteconomia  noturno,80.0,102.0,1.28,2011
503,ciencia e tecnol agroalimentar  diurno,70.0,104.0,1.49,2011
108,ciencias biologicas,80.0,523.0,6.54,2011
110,ciencias biologicas  lic noturno,80.0,292.0,3.65,2011
302,ciencias contabeis  diurno,90.0,340.0,3.78,2011
317,ciencias contabeis  noturno,90.0,423.0,4.7,2011
208,ciencias da computacao,100.0,461.0,4.61,2011
304,ciencias economicas  diurno,90.0,236.0,2.62,2011
318,ciencias economicas  noturno,90.0,214.0,2.38,2011
551,ciencias rurais  bel  diurno,200.0,282.0,1.41,2011
310,ciencias sociais  diurno,42.0,94.0,2.24,2011
320,ciencias sociais  noturno,48.0,94.0,1.96,2011
450,cinema,30.0,257.0,8.57,2011
453,design de animacao,40.0,230.0,5.75,2011
452,design de produto,40.0,225.0,5.63,2011
420,design grafico,40.0,319.0,7.98,2011
303,direito  diurno,90.0,1313.0,14.59,2011
5,direito  noturno,90.0,1181.0,13.12,2011
444,educacao fisica  bacharelado,60.0,388.0,6.47,2011
404,educacao fisica  licenciatura,60.0,306.0,5.1,2011
101,enfermagem,75.0,412.0,5.49,2011
201,engenharia civil,110.0,1580.0,14.36,2011
601,engenharia da mobilidade  diurno,400.0,664.0,1.66,2011
215,engenharia de alimentos,50.0,160.0,3.2,2011
234,engenharia de aquicultura,80.0,159.0,1.99,2011
655,engenharia de computacao  noturno,60.0,191.0,3.18,2011
220,engenharia de controle e automacao,72.0,418.0,5.81,2011
653,engenharia de energia,80.0,257.0,3.21,2011
233,engenharia de materiais,70.0,240.0,3.43,2011
212,engenharia de producao civil,40.0,300.0,7.5,2011
213,engenharia de producao eletrica,40.0,99.0,2.48,2011
214,engenharia de producao mecanica,40.0,277.0,6.93,2011
202,engenharia eletrica,100.0,520.0,5.2,2011
235,engenharia eletronica  diurno,60.0,239.0,3.98,2011
203,engenharia mecanica,110.0,1218.0,11.07,2011
216,engenharia quimica,50.0,630.0,12.6,2011
211,engenharia sanitaria e ambiental,90.0,510.0,5.67,2011
102,farmacia,130.0,504.0,3.88,2011
329,filosofia  noturno,37.0,102.0,2.76,2011
328,filosofia  vespertinonoturno,37.0,84.0,2.27,2011
2,fisica  bacharelado  diurno,55.0,94.0,1.71,2011
225,fisica  licenciatura  noturno,75.0,115.0,1.53,2011
654,fisioterapia  bel  diurno,60.0,284.0,4.73,2011
109,fonoaudiologia  noturno,80.0,331.0,4.14,2011
331,geografia  diurno,40.0,96.0,2.4,2011
332,geografia  noturno,40.0,138.0,3.45,2011
336,geologia,30.0,285.0,9.5,2011
326,historia  diurno,45.0,149.0,3.31,2011
327,historia  noturno,45.0,155.0,3.44,2011
415,jornalismo,60.0,571.0,9.52,2011
421,letras  lingua alema,40.0,62.0,1.55,2011
423,letras  lingua espanhola,40.0,56.0,1.4,2011
424,letras  lingua francesa,40.0,57.0,1.43,2011
425,letras  lingua inglesa,40.0,216.0,5.4,2011
427,letras  lingua italiana,40.0,44.0,1.1,2011
428,letras  lingua portuguesa,80.0,113.0,1.41,2011
426,letras  lingua portuguesa  not,40.0,90.0,2.25,2011
429,letras  secretariado exec ingles,40.0,83.0,2.08,2011
223,matematica  licenc  diurno,65.0,84.0,1.29,2011
224,matematica  licenciatura  not,40.0,72.0,1.8,2011
222,matematica e comput cientifica,40.0,29.0,0.73,2011
103,medicina,100.0,6631.0,66.31,2011
338,museologia,25.0,62.0,2.48,2011
9,nutricao,45.0,367.0,8.16,2011
333,oceanografia,30.0,325.0,10.83,2011
104,odontologia,100.0,986.0,9.86,2011
308,pedagogia,100.0,302.0,3.02,2011
319,psicologia,90.0,874.0,9.71,2011
3,quimica  bel,80.0,154.0,1.93,2011
205,quimica  lic,40.0,52.0,1.3,2011
340,relacoes internacionais,80.0,662.0,8.28,2011
309,servico social  diurno,80.0,160.0,2.0,2011
339,servico social  noturno,60.0,123.0,2.05,2011
238,sistemas de informacao  noturno,100.0,551.0,5.51,2011
652,tec da informacao e comunicacao noturno,100.0,158.0,1.58,2011
502,zootecnia,70.0,176.0,2.51,2011
301,administracao  diurno,100.0,485.0,4.85,2012
316,administracao  noturno,100.0,598.0,5.98,2012
501,agronomia,110.0,255.0,2.32,2012
337,antropologia  bel  diurno,25.0,66.0,2.64,2012
207,arquitetura e urbanismo,80.0,1308.0,16.35,2012
335,arquivologia  bel  diurno,60.0,45.0,0.75,2012
451,artes cenicas  bel  noturno,30.0,119.0,3.97,2012
324,biblioteconomia  noturno,80.0,83.0,1.04,2012
503,ciencia e tecnol agroalimentar  diurno,70.0,75.0,1.07,2012
108,ciencias biologicas  bellic  diurno,80.0,487.0,6.09,2012
110,ciencias biologicas  lic noturno,80.0,173.0,2.16,2012
302,ciencias contabeis  diurno,90.0,276.0,3.07,2012
317,ciencias contabeis  noturno,90.0,330.0,3.67,2012
208,ciencias da computacao,100.0,422.0,4.22,2012
304,ciencias economicas  diurno,90.0,193.0,2.14,2012
318,ciencias economicas  noturno,90.0,241.0,2.68,2012
551,ciencias rurais  diurno,200.0,181.0,0.91,2012
310,ciencias sociais  bellic  diurno,42.0,81.0,1.93,2012
320,ciencias sociais  bellic  noturno,48.0,117.0,2.44,2012
450,cinema  bel  diurno,30.0,237.0,7.9,2012
454,design  bel  diurno,120.0,706.0,5.88,2012
303,direito  diurno,90.0,1185.0,13.17,2012
5,direito  noturno,90.0,990.0,11.0,2012
444,educacao fisica  bel  diurno,60.0,339.0,5.65,2012
404,educacao fisica  lic  diurno,60.0,212.0,3.53,2012
101,enfermagem,75.0,294.0,3.92,2012
655,eng de computacao  vespertinonoturno,60.0,177.0,2.95,2012
653,eng de energia  vespertino e noturno,80.0,240.0,3.0,2012
201,engenharia civil,110.0,1583.0,14.39,2012
601,engenharia da mobilidade,400.0,574.0,1.44,2012
215,engenharia de alimentos,50.0,177.0,3.54,2012
234,engenharia de aquicultura,80.0,115.0,1.44,2012
220,engenharia de controle e automacao,72.0,343.0,4.76,2012
233,engenharia de materiais,70.0,189.0,2.7,2012
212,engenharia de producao civil,40.0,243.0,6.08,2012
213,engenharia de producao eletrica,40.0,147.0,3.68,2012
214,engenharia de producao mecanica,40.0,262.0,6.55,2012
202,engenharia eletrica,100.0,422.0,4.22,2012
235,engenharia eletronica,60.0,175.0,2.92,2012
203,engenharia mecanica,110.0,1140.0,10.36,2012
216,engenharia quimica,50.0,643.0,12.86,2012
211,engenharia sanitaria e ambiental,90.0,444.0,4.93,2012
102,farmacia,130.0,338.0,2.6,2012
329,filosofia  bellic  noturno,37.0,61.0,1.65,2012
328,filosofia  vespertinonoturno,37.0,47.0,1.27,2012
2,fisica  bel  diurno,55.0,75.0,1.36,2012
225,fisica  licenciatura  noturno,75.0,79.0,1.05,2012
654,fisioterapia  bel  diurno,60.0,200.0,3.33,2012
109,fonoaudiologia  noturno,80.0,180.0,2.25,2012
331,geografia  bellic  diurno,40.0,87.0,2.18,2012
332,geografia  bellic  noturno,40.0,76.0,1.9,2012
336,geologia  bel  diurno,30.0,167.0,5.57,2012
326,historia  bellic  diurno,45.0,111.0,2.47,2012
327,historia  bellic  noturno,45.0,132.0,2.93,2012
415,jornalismo,60.0,536.0,8.93,2012
421,letras  alemao  bellic  diurno,40.0,40.0,1.0,2012
423,letras  espanhol  bellic  diurno,40.0,53.0,1.33,2012
424,letras  frances  bellic  diurno,40.0,64.0,1.6,2012
425,letras  ingles  bellic  diurno,40.0,175.0,4.38,2012
427,letras  italiano  bellic  diurno,40.0,37.0,0.93,2012
441,letras  libras  bel  diurno,20.0,17.0,0.85,2012
440,letras  libras  lic  diurno,20.0,58.0,2.9,2012
428,letras  portugues  bellic  diurno,80.0,92.0,1.15,2012
426,letras  portugues  bellic  noturno,40.0,64.0,1.6,2012
223,matematica  licenciatura  diurno,65.0,74.0,1.14,2012
224,matematica  licenciatura  noturno,40.0,68.0,1.7,2012
222,matematica e comput cientifica  bel,40.0,61.0,1.53,2012
103,medicina,100.0,4961.0,49.61,2012
552,medicina veterinaria,40.0,429.0,10.73,2012
230,meteorologia,30.0,44.0,1.47,2012
338,museologia  bel  diurno,25.0,40.0,1.6,2012
9,nutricao,45.0,357.0,7.93,2012
333,oceanografia,30.0,246.0,8.2,2012
104,odontologia,100.0,826.0,8.26,2012
308,pedagogia,100.0,236.0,2.36,2012
319,psicologia  bellic  diurno,90.0,794.0,8.82,2012
3,quimica  bel  diurno,80.0,134.0,1.68,2012
205,quimica  licenciatura  diurno,40.0,45.0,1.13,2012
340,relacoes internacionais,80.0,732.0,9.15,2012
429,secretariado executivo  bel  noturno,40.0,73.0,1.83,2012
309,servico social  diurno,80.0,131.0,1.64,2012
339,servico social  noturno,60.0,167.0,2.78,2012
238,sistemas de informacao  noturno,100.0,486.0,4.86,2012
652,tec da informacao e comunicacaovespnot,100.0,102.0,1.02,2012
502,zootecnia,70.0,153.0,2.19,2012
301,administracao  diurno,70.0,500.0,7.14,2013
316,administracao  noturno,70.0,548.0,7.83,2013
501,agronomia,77.0,275.0,3.57,2013
555,agronomia  curitibanos,70.0,114.0,1.63,2013
337,antropologia  bel  diurno,17.0,59.0,3.47,2013
207,arquitetura e urbanismo,56.0,1501.0,26.8,2013
335,arquivologia  bel  diurno,42.0,65.0,1.55,2013
451,artes cenicas  bel  noturno,21.0,150.0,7.14,2013
324,biblioteconomia  noturno,56.0,102.0,1.82,2013
503,ciencia e tecnologia de alimentos,49.0,94.0,1.92,2013
108,ciencias biologicas  bellic  diurno,56.0,510.0,9.11,2013
110,ciencias biologicas  lic noturno,56.0,203.0,3.63,2013
302,ciencias contabeis  diurno,63.0,253.0,4.02,2013
317,ciencias contabeis  noturno,63.0,362.0,5.75,2013
208,ciencias da computacao,70.0,521.0,7.44,2013
304,ciencias economicas  diurno,63.0,202.0,3.21,2013
318,ciencias economicas  noturno,63.0,226.0,3.59,2013
310,ciencias sociais  bellic  diurno,29.0,109.0,3.76,2013
320,ciencias sociais  bellic  noturno,33.0,102.0,3.09,2013
450,cinema  bel  diurno,21.0,273.0,13.0,2013
454,design  bel  diurnonoturno,84.0,773.0,9.2,2013
303,direito  diurno,63.0,1392.0,22.1,2013
005,direito  noturno,63.0,1276.0,20.25,2013
444,educacao fisica  bel  diurno,42.0,392.0,9.33,2013
404,educacao fisica  lic  diurno,42.0,320.0,7.62,2013
101,enfermagem  diurno,52.0,333.0,6.4,2013
655,eng de computacao  vespertinonoturno,42.0,177.0,4.21,2013
653,eng de energia  vespertino e noturno,56.0,189.0,3.38,2013
201,engenharia civil  diurno,77.0,2058.0,26.73,2013
215,engenharia de alimentos  diurno,35.0,162.0,4.63,2013
234,engenharia de aquicultura  diurno,56.0,103.0,1.84,2013
220,engenharia de controle e automacao,50.0,406.0,8.12,2013
233,engenharia de materiais  diurno,49.0,237.0,4.84,2013
212,engenharia de producao civil  diurno,28.0,330.0,11.79,2013
213,engenharia de producao eletrica  diurno,28.0,101.0,3.61,2013
214,engenharia de producao mecanica  diurno,28.0,281.0,10.04,2013
202,engenharia eletrica  diurno,70.0,588.0,8.4,2013
235,engenharia eletronica  diurno,42.0,212.0,5.05,2013
553,engenharia florestal,70.0,107.0,1.53,2013
203,engenharia mecanica  diurno,77.0,1331.0,17.29,2013
216,engenharia quimica  diurno,35.0,858.0,24.51,2013
211,engenharia sanitaria e ambiental,63.0,528.0,8.38,2013
601,engenharias  joinville,280.0,897.0,3.2,2013
102,farmacia  diurno,91.0,328.0,3.6,2013
329,filosofia  bellic  noturno,25.0,109.0,4.36,2013
328,filosofia  bellic  vespertinonoturno,25.0,75.0,3.0,2013
002,fisica  bel  diurno,38.0,101.0,2.66,2013
225,fisica  licenciatura  noturno,52.0,118.0,2.27,2013
654,fisioterapia  bel  diurno,42.0,177.0,4.21,2013
109,fonoaudiologia  noturno,56.0,195.0,3.48,2013
331,geografia  bellic  diurno,28.0,87.0,3.11,2013
332,geografia  bellic  noturno,28.0,119.0,4.25,2013
336,geologia  bel  diurno,21.0,265.0,12.62,2013
326,historia  bellic  diurno,31.0,147.0,4.74,2013
327,historia  bellic  noturno,31.0,149.0,4.81,2013
415,jornalismo  diurno,42.0,591.0,14.07,2013
421,letras  alemao  bellic  diurno,28.0,45.0,1.61,2013
423,letras  espanhol  bellic  diurno,28.0,44.0,1.57,2013
424,letras  frances  bellic  diurno,28.0,57.0,2.04,2013
425,letras  ingles  bellic  diurno,28.0,181.0,6.46,2013
427,letras  italiano  bellic  diurno,28.0,38.0,1.36,2013
441,letras  libras  bel  diurno,14.0,14.0,1.0,2013
440,letras  libras  lic  diurno,14.0,30.0,2.14,2013
428,letras  portugues  bellic  diurno,56.0,121.0,2.16,2013
426,letras  portugues  bellic  noturno,28.0,96.0,3.43,2013
223,matematica  licenciatura  diurno,45.0,96.0,2.13,2013
224,matematica  licenciatura  noturno,28.0,74.0,2.64,2013
222,matematica e comput cientifica  bel,28.0,39.0,1.39,2013
103,medicina  diurno,70.0,7232.0,103.31,2013
552,medicina veterinaria  diurno,56.0,484.0,8.64,2013
230,meteorologia  diurno,21.0,50.0,2.38,2013
338,museologia  bel  diurno,17.0,36.0,2.12,2013
009,nutricao  diurno,31.0,328.0,10.58,2013
333,oceanografia  diurno,21.0,229.0,10.9,2013
104,odontologia  diurno,70.0,971.0,13.87,2013
308,pedagogia  diurno,70.0,310.0,4.43,2013
319,psicologia  bellic  diurno,63.0,987.0,15.67,2013
003,quimica  belbel em quimica tecnologica,56.0,133.0,2.38,2013
205,quimica  licenciatura  diurno,28.0,55.0,1.96,2013
340,relacoes internacionais  diurno,56.0,716.0,12.79,2013
429,secretariado executivo  bel  noturno,28.0,88.0,3.14,2013
309,servico social  diurno,56.0,145.0,2.59,2013
339,servico social  noturno,42.0,130.0,3.1,2013
238,sistemas de informacao  noturno,70.0,563.0,8.04,2013
652,tec da informacao e comunicacaonoturno,70.0,99.0,1.41,2013
502,zootecnia  diurno,49.0,115.0,2.35,2013
301,administracao  diurno  florianopolis,65.0,470.0,7.23,2014
316,administracao  noturno  florianopolis,65.0,471.0,7.25,2014
501,agronomia  florianopolis,71.0,262.0,3.69,2014
555,agronomia  curitibanos  curitibanos,65.0,118.0,1.82,2014
337,antropologia  bel  diurno  florianopolis,16.0,56.0,3.5,2014
207,arquitetura e urbanismo  florianopolis,52.0,1428.0,27.46,2014
335,arquivologia  bel  diurno  florianopolis,39.0,25.0,0.64,2014
451,artes cenicas  bel  noturno  florianopolis,19.0,161.0,8.47,2014
324,biblioteconomia  noturno  florianopolis,52.0,73.0,1.4,2014
503,ciencia e tecnologia de alimentos  florianopolis,45.0,78.0,1.73,2014
108,ciencias biologicas  bellic  diurno  florianopolis,52.0,512.0,9.85,2014
110,ciencias biologicas  lic noturno  florianopolis,52.0,199.0,3.83,2014
302,ciencias contabeis  diurno  florianopolis,58.0,226.0,3.9,2014
317,ciencias contabeis  noturno  florianopolis,58.0,271.0,4.67,2014
208,ciencias da computacao  florianopolis,65.0,478.0,7.35,2014
304,ciencias economicas  diurno  florianopolis,58.0,164.0,2.83,2014
318,ciencias economicas  noturno  florianopolis,58.0,154.0,2.66,2014
310,ciencias sociais  bellic  diurno  florianopolis,27.0,110.0,4.07,2014
320,ciencias sociais  bellic  noturno  florianopolis,31.0,102.0,3.29,2014
450,cinema  bel  diurno  florianopolis,19.0,282.0,14.84,2014
454,design  bel  diurnonoturno  florianopolis,78.0,672.0,8.62,2014
303,direito  diurno  florianopolis,58.0,1370.0,23.62,2014
005,direito  noturno  florianopolis,58.0,1133.0,19.53,2014
444,educacao fisica  bel  diurno  florianopolis,39.0,412.0,10.56,2014
404,educacao fisica  lic  diurno  florianopolis,39.0,290.0,7.44,2014
101,enfermagem  diurno  florianopolis,48.0,352.0,7.33,2014
655,eng de computacao  vespertinonoturno  ararangua,39.0,139.0,3.56,2014
653,eng de energia  vespertino e noturno  ararangua,52.0,152.0,2.92,2014
201,engenharia civil  diurno  florianopolis,71.0,1739.0,24.49,2014
215,engenharia de alimentos  diurno  florianopolis,32.0,151.0,4.72,2014
234,engenharia de aquicultura  diurno  florianopolis,52.0,108.0,2.08,2014
220,engenharia de controle e automacao  florianopolis,46.0,257.0,5.59,2014
754,engenharia de controle e automacao  blumenau,65.0,134.0,2.06,2014
233,engenharia de materiais  diurno  florianopolis,45.0,200.0,4.44,2014
753,engenharia de materiais  diurno  blumenau,65.0,56.0,0.86,2014
212,engenharia de producao civil  diurno  florianopolis,26.0,302.0,11.62,2014
213,engenharia de producao eletrica  diurno  florianopolis,26.0,130.0,5.0,2014
214,engenharia de producao mecanica  diurno  florianopolis,26.0,234.0,9.0,2014
202,engenharia eletrica  diurno  florianopolis,65.0,486.0,7.48,2014
235,engenharia eletronica  diurno  florianopolis,39.0,174.0,4.46,2014
553,engenharia florestal  curitibanos,65.0,112.0,1.72,2014
