codigo,nome_do_curso,acertos_do_primeiro,acertos_do_ultimo,total_de_vagas,ano
421.0,letras  lingua alema,64.8,40.21,28.0,2009
423.0,letras  lingua espanhola,52.76,38.22,28.0,2009
424.0,letras  lingua francesa,67.97,39.56,28.0,2009
425.0,letras  lingua inglesa,72.19,49.57,28.0,2009
427.0,letras  lingua italiana,51.26,33.43,28.0,2009
428.0,letras  lingua portuguesa,74.1,43.38,56.0,2009
426.0,letras  lingua portuguesa  not,60.05,38.5,28.0,2009
429.0,letras  secretariado exec ingles,65.95,45.79,28.0,2009
223.0,matematica  licenc  diurno,74.2,36.68,45.0,2009
224.0,matematica  licenciatura  not,79.34,34.23,28.0,2009
222.0,matematica e comput cientifica,76.52,37.48,28.0,2009
103.0,medicina,88.47,81.0,70.0,2009
9.0,nutricao,70.77,58.05,31.0,2009
333.0,oceanografia,73.4,61.98,21.0,2009
104.0,odontologia,80.99,62.52,70.0,2009
308.0,pedagogia,64.67,34.16,70.0,2009
319.0,psicologia,74.28,59.42,63.0,2009
3.0,quimica  bel,79.73,45.1,56.0,2009
205.0,quimica  lic,62.45,36.35,28.0,2009
340.0,relacoes internacionais,79.78,66.31,56.0,2009
309.0,servico social  diurno,55.45,37.35,56.0,2009
339.0,servico social  noturno,60.64,34.95,42.0,2009
238.0,sistemas de informacao  noturno,75.64,60.11,70.0,2009
502.0,zootecnia,60.93,41.79,42.0,2009
316.0,administracao  noturno,74.43,56.7,70.0,2010
501.0,agronomia,74.55,45.93,77.0,2010
337.0,antropologia,70.34,42.03,17.0,2010
207.0,arquitetura e urbanismo,87.45,68.15,56.0,2010
335.0,arquivologia,54.08,37.45,42.0,2010
451.0,artes cenicas  hab em teatro,71.35,45.87,21.0,2010
324.0,biblioteconomia  noturno,59.17,39.05,56.0,2010
503.0,ciencia e tecnol agroalimentar  diurno,67.52,39.16,49.0,2010
108.0,ciencias biologicas,77.99,61.75,56.0,2010
110.0,ciencias biologicas  lic noturno,66.19,36.64,56.0,2010
302.0,ciencias contabeis  diurno,70.28,46.46,63.0,2010
317.0,ciencias contabeis  noturno,66.15,47.55,63.0,2010
208.0,ciencias da computacao,78.89,60.11,70.0,2010
304.0,ciencias economicas  diurno,77.52,51.8,63.0,2010
318.0,ciencias economicas  noturno,74.69,51.0,63.0,2010
551.0,ciencias rurais  bel  diurno,70.06,39.06,252.0,2010
310.0,ciencias sociais  diurno,63.59,39.5,30.0,2010
320.0,ciencias sociais  noturno,76.19,45.9,33.0,2010
450.0,cinema,72.19,64.34,21.0,2010
453.0,design de animacao,82.15,59.84,28.0,2010
452.0,design de produto,73.72,57.31,28.0,2010
420.0,design grafico,79.67,60.82,28.0,2010
303.0,direito  diurno,88.08,72.26,63.0,2010
5.0,direito  noturno,83.15,70.45,63.0,2010
444.0,educacao fisica  bacharelado,67.96,48.85,42.0,2010
404.0,educacao fisica  licenciatura,60.53,42.66,42.0,2010
101.0,enfermagem,72.06,48.25,52.0,2010
220.0,eng de controle e automacao,87.02,71.18,51.0,2010
201.0,engenharia civil,81.82,69.7,77.0,2010
601.0,engenharia da mobilidade  diurno,78.92,44.66,280.0,2010
215.0,engenharia de alimentos,72.71,61.9,35.0,2010
234.0,engenharia de aquicultura,67.75,38.03,56.0,2010
653.0,engenharia de energia,73.68,48.07,56.0,2010
233.0,engenharia de materiais,79.45,66.74,49.0,2010
212.0,engenharia de producao civil,79.25,67.78,28.0,2010
213.0,engenharia de producao eletrica,74.91,61.74,28.0,2010
214.0,engenharia de producao mecanica,78.12,71.76,28.0,2010
202.0,engenharia eletrica,83.64,67.43,70.0,2010
235.0,engenharia eletronica  diurno,76.29,59.47,42.0,2010
203.0,engenharia mecanica,86.51,75.0,77.0,2010
216.0,engenharia quimica,81.93,72.56,35.0,2010
211.0,engenharia sanitaria e ambiental,79.55,65.79,63.0,2010
102.0,farmacia,72.06,55.84,91.0,2010
329.0,filosofia  noturno,64.33,39.74,26.0,2010
328.0,filosofia  vespertinonoturno,56.78,38.38,26.0,2010
2.0,fisica  bacharelado  diurno,77.62,41.77,38.0,2010
225.0,fisica  licenciatura  noturno,65.63,40.09,52.0,2010
109.0,fonoaudiologia  noturno,65.94,39.9,56.0,2010
331.0,geografia  diurno,71.75,49.86,28.0,2010
332.0,geografia  noturno,69.79,40.93,28.0,2010
336.0,geologia,69.8,57.51,21.0,2010
326.0,historia  diurno,69.49,51.71,31.0,2010
327.0,historia  noturno,72.29,49.13,31.0,2010
415.0,jornalismo,79.94,67.24,42.0,2010
421.0,letras  lingua alema,59.39,40.95,28.0,2010
423.0,letras  lingua espanhola,58.32,39.19,28.0,2010
424.0,letras  lingua francesa,68.6,40.19,28.0,2010
425.0,letras  lingua inglesa,75.24,49.82,28.0,2010
427.0,letras  lingua italiana,62.85,36.95,28.0,2010
428.0,letras  lingua portuguesa,65.85,39.51,56.0,2010
426.0,letras  lingua portuguesa  not,81.5,38.42,28.0,2010
429.0,letras  secretariado exec ingles,65.51,46.53,28.0,2010
223.0,matematica  licenc  diurno,61.45,39.57,45.0,2010
224.0,matematica  licenciatura  not,57.75,40.73,28.0,2010
222.0,matematica e comput cientifica,68.5,42.46,28.0,2010
103.0,medicina,90.51,82.17,70.0,2010
338.0,museologia,54.03,48.64,17.0,2010
9.0,nutricao,74.9,56.19,31.0,2010
333.0,oceanografia,76.68,63.38,21.0,2010
104.0,odontologia,79.04,63.6,70.0,2010
308.0,pedagogia,78.38,37.75,70.0,2010
319.0,psicologia,76.08,59.33,63.0,2010
3.0,quimica  bel,72.36,39.46,56.0,2010
205.0,quimica  lic,64.32,38.87,28.0,2010
340.0,relacoes internacionais,88.71,66.85,56.0,2010
309.0,servico social  diurno,60.72,36.99,56.0,2010
339.0,servico social  noturno,57.86,39.91,42.0,2010
238.0,sistemas de informacao  noturno,77.75,60.48,70.0,2010
651.0,tec da informacao e comunicacao  diurno,66.97,34.59,70.0,2010
652.0,tec da informacao e comunicacao noturno,62.38,36.28,70.0,2010
502.0,zootecnia,63.73,38.96,49.0,2010
316.0,administracao  noturno,70.54,47.2,70.0,2011
501.0,agronomia,64.99,37.39,77.0,2011
337.0,antropologia,59.41,45.46,17.0,2011
207.0,arquitetura e urbanismo,74.44,64.07,56.0,2011
335.0,arquivologia,62.19,20.99,42.0,2011
451.0,artes cenicas  hab em teatro,57.73,39.82,21.0,2011
324.0,biblioteconomia  noturno,49.52,25.1,56.0,2011
503.0,ciencia e tecnol agroalimentar  diurno,59.03,25.6,49.0,2011
108.0,ciencias biologicas,78.07,56.16,56.0,2011
110.0,ciencias biologicas  lic noturno,66.48,41.49,56.0,2011
302.0,ciencias contabeis  diurno,65.33,46.0,63.0,2011
317.0,ciencias contabeis  noturno,65.48,42.53,63.0,2011
208.0,ciencias da computacao,69.68,53.94,70.0,2011
304.0,ciencias economicas  diurno,75.85,48.18,63.0,2011
318.0,ciencias economicas  noturno,63.82,40.37,63.0,2011
551.0,ciencias rurais  bel  diurno,54.36,20.5,140.0,2011
310.0,ciencias sociais  diurno,76.61,37.67,30.0,2011
320.0,ciencias sociais  noturno,58.34,38.33,33.0,2011
450.0,cinema,69.18,57.25,21.0,2011
453.0,design de animacao,73.58,55.75,28.0,2011
452.0,design de produto,63.16,51.74,28.0,2011
420.0,design grafico,67.76,56.12,28.0,2011
303.0,direito  diurno,86.45,68.49,63.0,2011
5.0,direito  noturno,84.31,65.01,63.0,2011
444.0,educacao fisica  bacharelado,63.0,44.33,42.0,2011
404.0,educacao fisica  licenciatura,52.9,39.02,42.0,2011
101.0,enfermagem,61.76,43.57,52.0,2011
201.0,engenharia civil,77.23,66.93,77.0,2011
601.0,engenharia da mobilidade  diurno,76.47,43.71,280.0,2011
215.0,engenharia de alimentos,72.29,56.25,35.0,2011
234.0,engenharia de aquicultura,63.18,37.56,56.0,2011
655.0,engenharia de computacao  noturno,64.84,43.57,42.0,2011
220.0,engenharia de controle e automacao,78.16,65.6,51.0,2011
653.0,engenharia de energia,68.72,46.85,56.0,2011
233.0,engenharia de materiais,77.71,63.11,49.0,2011
212.0,engenharia de producao civil,70.82,62.1,28.0,2011
213.0,engenharia de producao eletrica,67.86,56.3,28.0,2011
214.0,engenharia de producao mecanica,79.03,66.5,28.0,2011
202.0,engenharia eletrica,83.82,63.8,70.0,2011
235.0,engenharia eletronica  diurno,73.1,59.0,42.0,2011
203.0,engenharia mecanica,86.46,70.82,77.0,2011
216.0,engenharia quimica,79.48,67.84,35.0,2011
211.0,engenharia sanitaria e ambiental,71.25,60.2,63.0,2011
102.0,farmacia,74.62,49.54,91.0,2011
329.0,filosofia  noturno,64.46,40.85,26.0,2011
328.0,filosofia  vespertinonoturno,60.5,35.91,26.0,2011
2.0,fisica  bacharelado  diurno,79.03,39.96,38.0,2011
225.0,fisica  licenciatura  noturno,76.79,20.03,52.0,2011
654.0,fisioterapia  bel  diurno,57.84,36.02,42.0,2011
109.0,fonoaudiologia  noturno,61.0,41.95,56.0,2011
331.0,geografia  diurno,70.91,39.91,28.0,2011
332.0,geografia  noturno,65.94,41.83,28.0,2011
336.0,geologia,72.19,56.34,21.0,2011
326.0,historia  diurno,69.46,41.05,31.0,2011
327.0,historia  noturno,61.59,42.72,31.0,2011
415.0,jornalismo,73.9,59.97,42.0,2011
421.0,letras  lingua alema,60.11,21.78,28.0,2011
423.0,letras  lingua espanhola,53.64,23.59,28.0,2011
424.0,letras  lingua francesa,54.98,33.6,28.0,2011
425.0,letras  lingua inglesa,64.03,48.45,28.0,2011
427.0,letras  lingua italiana,50.55,28.76,28.0,2011
428.0,letras  lingua portuguesa,71.06,25.03,56.0,2011
426.0,letras  lingua portuguesa  not,49.7,30.13,28.0,2011
429.0,letras  secretariado exec ingles,60.42,40.32,28.0,2011
223.0,matematica  licenc  diurno,75.04,23.37,45.0,2011
224.0,matematica  licenciatura  not,55.73,24.03,28.0,2011
222.0,matematica e comput cientifica,74.33,32.74,28.0,2011
103.0,medicina,86.56,79.98,70.0,2011
338.0,museologia,60.51,36.67,17.0,2011
9.0,nutricao,63.5,50.12,31.0,2011
333.0,oceanografia,70.12,55.16,21.0,2011
104.0,odontologia,74.31,56.33,70.0,2011
308.0,pedagogia,63.79,26.06,70.0,2011
319.0,psicologia,69.07,56.3,63.0,2011
3.0,quimica  bel,64.45,39.15,56.0,2011
205.0,quimica  lic,62.35,31.78,28.0,2011
340.0,relacoes internacionais,77.76,61.71,56.0,2011
309.0,servico social  diurno,64.83,24.45,56.0,2011
339.0,servico social  noturno,49.32,24.37,42.0,2011
238.0,sistemas de informacao  noturno,73.86,55.57,70.0,2011
652.0,tec da informacao e comunicacao noturno,60.73,33.38,70.0,2011
502.0,zootecnia,69.02,28.53,49.0,2011
316.0,administracao  noturno,73.36,54.12,70.0,2012
501.0,agronomia,67.38,45.2,77.0,2012
337.0,antropologia  bel  diurno,69.05,48.91,17.0,2012
207.0,arquitetura e urbanismo,79.32,67.02,56.0,2012
335.0,arquivologia  bel  diurno,56.64,21.53,42.0,2012
451.0,artes cenicas  bel  noturno,74.17,49.01,21.0,2012
324.0,biblioteconomia  noturno,60.34,26.12,56.0,2012
503.0,ciencia e tecnol agroalimentar  diurno,57.92,26.04,49.0,2012
108.0,ciencias biologicas  bellic  diurno,69.72,59.3,56.0,2012
110.0,ciencias biologicas  lic noturno,71.33,44.04,56.0,2012
302.0,ciencias contabeis  diurno,65.74,49.17,63.0,2012
317.0,ciencias contabeis  noturno,65.18,47.27,63.0,2012
208.0,ciencias da computacao,73.38,54.91,70.0,2012
304.0,ciencias economicas  diurno,67.83,52.87,63.0,2012
318.0,ciencias economicas  noturno,69.71,50.15,63.0,2012
551.0,ciencias rurais  diurno,65.49,22.11,140.0,2012
310.0,ciencias sociais  bellic  diurno,67.35,42.43,30.0,2012
320.0,ciencias sociais  bellic  noturno,65.13,40.41,33.0,2012
450.0,cinema  bel  diurno,71.48,62.95,21.0,2012
454.0,design  bel  diurno,71.09,58.1,84.0,2012
303.0,direito  diurno,80.83,68.75,63.0,2012
5.0,direito  noturno,78.93,66.3,63.0,2012
444.0,educacao fisica  bel  diurno,69.8,48.73,42.0,2012
404.0,educacao fisica  lic  diurno,53.8,41.02,42.0,2012
101.0,enfermagem,63.25,49.88,52.0,2012
655.0,eng de computacao  vespertinonoturno,66.64,51.3,42.0,2012
653.0,eng de energia  vespertino e noturno,74.96,57.12,56.0,2012
201.0,engenharia civil,82.12,68.68,77.0,2012
601.0,engenharia da mobilidade,78.0,49.57,280.0,2012
215.0,engenharia de alimentos,74.71,58.5,35.0,2012
234.0,engenharia de aquicultura,59.6,24.51,56.0,2012
220.0,engenharia de controle e automacao,83.24,66.63,51.0,2012
233.0,engenharia de materiais,75.6,63.12,49.0,2012
212.0,engenharia de producao civil,75.94,66.1,28.0,2012
213.0,engenharia de producao eletrica,69.24,62.6,28.0,2012
214.0,engenharia de producao mecanica,78.8,69.42,28.0,2012
202.0,engenharia eletrica,83.27,64.37,70.0,2012
235.0,engenharia eletronica,71.57,60.33,42.0,2012
203.0,engenharia mecanica,89.06,71.63,77.0,2012
216.0,engenharia quimica,76.29,69.06,35.0,2012
211.0,engenharia sanitaria e ambiental,73.72,63.39,63.0,2012
102.0,farmacia,68.94,49.84,91.0,2012
329.0,filosofia  bellic  noturno,65.05,26.03,26.0,2012
328.0,filosofia  vespertinonoturno,60.6,19.72,26.0,2012
2.0,fisica  bel  diurno,68.53,38.52,38.0,2012
225.0,fisica  licenciatura  noturno,73.68,27.19,52.0,2012
654.0,fisioterapia  bel  diurno,67.88,43.43,42.0,2012
109.0,fonoaudiologia  noturno,64.05,42.88,56.0,2012
331.0,geografia  bellic  diurno,65.5,46.72,28.0,2012
332.0,geografia  bellic  noturno,66.62,33.8,28.0,2012
336.0,geologia  bel  diurno,70.14,59.47,21.0,2012
326.0,historia  bellic  diurno,63.92,49.59,31.0,2012
327.0,historia  bellic  noturno,70.69,47.95,31.0,2012
415.0,jornalismo,76.05,63.18,42.0,2012
421.0,letras  alemao  bellic  diurno,55.55,30.61,28.0,2012
423.0,letras  espanhol  bellic  diurno,55.92,27.35,28.0,2012
424.0,letras  frances  bellic  diurno,56.51,37.86,28.0,2012
425.0,letras  ingles  bellic  diurno,69.87,49.65,28.0,2012
427.0,letras  italiano  bellic  diurno,51.32,24.24,28.0,2012
441.0,letras  libras  bel  diurno,55.05,32.49,14.0,2012
440.0,letras  libras  lic  diurno,45.11,23.51,14.0,2012
428.0,letras  portugues  bellic  diurno,66.67,29.68,56.0,2012
426.0,letras  portugues  bellic  noturno,62.86,30.9,28.0,2012
223.0,matematica  licenciatura  diurno,62.2,28.13,45.0,2012
224.0,matematica  licenciatura  noturno,59.91,24.5,28.0,2012
222.0,matematica e comput cientifica  bel,80.8,38.83,28.0,2012
103.0,medicina,86.63,79.18,70.0,2012
552.0,medicina veterinaria,72.12,51.58,28.0,2012
230.0,meteorologia,64.86,23.53,21.0,2012
338.0,museologia  bel  diurno,56.08,26.48,17.0,2012
9.0,nutricao,68.63,55.54,31.0,2012
333.0,oceanografia,67.77,59.69,21.0,2012
104.0,odontologia,78.43,60.65,70.0,2012
308.0,pedagogia,69.5,30.5,70.0,2012
319.0,psicologia  bellic  diurno,74.14,60.64,63.0,2012
3.0,quimica  bel  diurno,69.28,42.85,56.0,2012
205.0,quimica  licenciatura  diurno,57.12,32.14,28.0,2012
340.0,relacoes internacionais,76.41,64.84,56.0,2012
429.0,secretariado executivo  bel  noturno,57.63,41.73,28.0,2012
309.0,servico social  diurno,56.13,25.62,56.0,2012
339.0,servico social  noturno,59.84,37.9,42.0,2012
238.0,sistemas de informacao  noturno,68.76,57.08,70.0,2012
652.0,tec da informacao e comunicacaovespnot,67.4,37.58,70.0,2012
502.0,zootecnia,59.01,30.81,49.0,2012
301.0,administracao  diurno,72.83,55.88,70.0,2013
316.0,administracao  noturno,72.66,53.03,70.0,2013
501.0,agronomia,63.15,44.19,77.0,2013
555.0,agronomia  curitibanos,53.96,23.62,70.0,2013
337.0,antropologia  bel  diurno,74.26,50.45,17.0,2013
207.0,arquitetura e urbanismo,75.52,69.18,56.0,2013
335.0,arquivologia  bel  diurno,56.27,31.18,42.0,2013
451.0,artes cenicas  bel  noturno,63.18,50.8,21.0,2013
324.0,biblioteconomia  noturno,57.78,28.62,56.0,2013
503.0,ciencia e tecnologia de alimentos,61.55,28.61,49.0,2013
108.0,ciencias biologicas  bellic  diurno,70.39,59.37,56.0,2013
110.0,ciencias biologicas  lic noturno,66.82,45.49,56.0,2013
302.0,ciencias contabeis  diurno,74.17,49.32,63.0,2013
317.0,ciencias contabeis  noturno,69.7,48.24,63.0,2013
208.0,ciencias da computacao,82.97,57.97,70.0,2013
304.0,ciencias economicas  diurno,71.8,49.66,63.0,2013
318.0,ciencias economicas  noturno,69.7,51.44,63.0,2013
310.0,ciencias sociais  bellic  diurno,62.27,49.56,29.0,2013
320.0,ciencias sociais  bellic  noturno,65.96,35.67,33.0,2013
450.0,cinema  bel  diurno,80.72,61.34,21.0,2013
454.0,design  bel  diurnonoturno,73.6,58.63,84.0,2013
303.0,direito  diurno,81.95,70.43,63.0,2013
5.0,direito  noturno,80.94,67.47,63.0,2013
444.0,educacao fisica  bel  diurno,70.9,48.99,42.0,2013
404.0,educacao fisica  lic  diurno,60.04,43.06,42.0,2013
101.0,enfermagem  diurno,63.28,48.13,52.0,2013
655.0,eng de computacao  vespertinonoturno,72.91,53.8,42.0,2013
653.0,eng de energia  vespertino e noturno,70.92,53.55,56.0,2013
201.0,engenharia civil  diurno,80.66,71.2,77.0,2013
215.0,engenharia de alimentos  diurno,72.16,59.58,35.0,2013
234.0,engenharia de aquicultura  diurno,61.91,27.36,56.0,2013
220.0,engenharia de controle e automacao,82.31,70.04,50.0,2013
233.0,engenharia de materiais  diurno,77.28,63.86,49.0,2013
212.0,engenharia de producao civil  diurno,76.64,68.95,28.0,2013
213.0,engenharia de producao eletrica  diurno,71.18,60.06,28.0,2013
214.0,engenharia de producao mecanica  diurno,79.11,70.79,28.0,2013
202.0,engenharia eletrica  diurno,86.03,66.57,70.0,2013
235.0,engenharia eletronica  diurno,77.18,64.53,42.0,2013
553.0,engenharia florestal,59.56,24.08,70.0,2013
203.0,engenharia mecanica  diurno,86.17,72.78,77.0,2013
216.0,engenharia quimica  diurno,84.45,73.09,35.0,2013
211.0,engenharia sanitaria e ambiental,76.58,64.01,63.0,2013
601.0,engenharias  joinville,79.67,56.13,280.0,2013
102.0,farmacia  diurno,79.74,49.31,91.0,2013
329.0,filosofia  bellic  noturno,65.53,41.83,25.0,2013
328.0,filosofia  bellic  vespertinonoturno,72.59,39.71,25.0,2013
2.0,fisica  bel  diurno,71.1,48.84,38.0,2013
225.0,fisica  licenciatura  noturno,70.6,34.97,52.0,2013
654.0,fisioterapia  bel  diurno,64.35,45.7,42.0,2013
109.0,fonoaudiologia  noturno,70.02,43.01,56.0,2013
331.0,geografia  bellic  diurno,72.76,40.08,28.0,2013
332.0,geografia  bellic  noturno,57.33,45.32,28.0,2013
336.0,geologia  bel  diurno,72.03,61.35,21.0,2013
326.0,historia  bellic  diurno,66.84,51.42,31.0,2013
327.0,historia  bellic  noturno,69.66,45.09,31.0,2013
415.0,jornalismo  diurno,74.31,62.04,42.0,2013
421.0,letras  alemao  bellic  diurno,57.04,33.67,28.0,2013
423.0,letras  espanhol  bellic  diurno,62.34,29.68,28.0,2013
424.0,letras  frances  bellic  diurno,66.37,34.93,28.0,2013
425.0,letras  ingles  bellic  diurno,73.37,49.94,28.0,2013
427.0,letras  italiano  bellic  diurno,50.12,28.27,28.0,2013
441.0,letras  libras  bel  diurno,53.56,32.01,14.0,2013
440.0,letras  libras  lic  diurno,49.71,26.43,14.0,2013
428.0,letras  portugues  bellic  diurno,73.03,37.3,56.0,2013
426.0,letras  portugues  bellic  noturno,58.86,41.34,28.0,2013
223.0,matematica  licenciatura  diurno,60.35,27.91,45.0,2013
224.0,matematica  licenciatura  noturno,63.88,30.65,28.0,2013
222.0,matematica e comput cientifica  bel,79.04,26.83,28.0,2013
103.0,medicina  diurno,86.42,80.77,70.0,2013
552.0,medicina veterinaria  diurno,76.94,52.86,56.0,2013
230.0,meteorologia  diurno,61.75,28.65,21.0,2013
338.0,museologia  bel  diurno,56.01,34.52,17.0,2013
9.0,nutricao  diurno,70.27,56.86,31.0,2013
333.0,oceanografia  diurno,72.26,58.3,21.0,2013
104.0,odontologia  diurno,74.47,63.06,70.0,2013
308.0,pedagogia  diurno,62.21,38.36,70.0,2013
319.0,psicologia  bellic  diurno,74.3,60.31,63.0,2013
3.0,quimica  belbel em quimica tecnologica,77.12,44.47,56.0,2013
205.0,quimica  licenciatura  diurno,69.42,29.63,28.0,2013
340.0,relacoes internacionais  diurno,77.7,64.41,56.0,2013
429.0,secretariado executivo  bel  noturno,58.25,44.7,28.0,2013
309.0,servico social  diurno,56.39,26.62,56.0,2013
339.0,servico social  noturno,60.13,23.88,42.0,2013
238.0,sistemas de informacao  noturno,74.68,58.28,70.0,2013
652.0,tec da informacao e comunicacaonoturno,62.02,33.46,70.0,2013
502.0,zootecnia  diurno,63.57,29.86,49.0,2013
,,,,4214.0,2013
301.0,administracao  diurno,69.19,53.97,65.0,2014
316.0,administracao  noturno,71.32,51.35,65.0,2014
501.0,agronomia,66.19,39.67,71.0,2014
555.0,agronomia curitibanos,61.08,25.75,65.0,2014
337.0,antropologia  bel  diurno,68.71,45.56,16.0,2014
207.0,arquitetura e urbanismo,79.79,68.42,52.0,2014
335.0,arquivologia  bel  diurno,61.9,27.87,39.0,2014
451.0,artes cenicas  bel  noturno,58.73,47.93,19.0,2014
324.0,biblioteconomia  noturno,52.63,24.23,52.0,2014
503.0,ciencia e tecnologia de alimentos,59.9,26.17,45.0,2014
108.0,ciencias biologicas  bellic  diurno,79.44,59.65,52.0,2014
110.0,ciencias biologicas  lic noturno,70.69,43.21,52.0,2014
302.0,ciencias contabeis  diurno,67.98,47.48,58.0,2014
317.0,ciencias contabeis  noturno,63.63,45.34,58.0,2014
208.0,ciencias da computacao,72.64,57.07,65.0,2014
304.0,ciencias economicas  diurno,74.0,44.56,58.0,2014
318.0,ciencias economicas  noturno,72.63,28.01,58.0,2014
310.0,ciencias sociais  bellic  diurno,65.08,49.31,27.0,2014
320.0,ciencias sociais  bellic  noturno,67.28,42.33,31.0,2014
450.0,cinema  bel  diurno,69.35,61.85,19.0,2014
454.0,design  bel  diurnonoturno,72.97,57.56,78.0,2014
303.0,direito  diurno,87.9,69.47,58.0,2014
5.0,direito  noturno,81.12,66.66,58.0,2014
444.0,educacao fisica  bel  diurno,62.5,47.56,39.0,2014
404.0,educacao fisica  lic  diurno,57.29,40.04,39.0,2014
101.0,enfermagem  diurno,66.83,48.71,48.0,2014
653.0,eng de energia  vespnot ararangua,72.84,49.6,52.0,2014
655.0,engde computacao  vespnot ararangua,75.56,50.06,39.0,2014
754.0,engde controle e automacao blumenau,71.69,52.06,65.0,2014
753.0,engde materiais  diurno blumenau,64.57,37.75,65.0,2014
201.0,engenharia civil  diurno,84.67,70.87,71.0,2014
215.0,engenharia de alimentos  diurno,72.12,59.63,32.0,2014
234.0,engenharia de aquicultura  diurno,61.7,29.32,52.0,2014
220.0,engenharia de controle e automacao,80.14,66.34,46.0,2014
233.0,engenharia de materiais  diurno,77.72,65.64,45.0,2014
212.0,engenharia de producao civil  diurno,78.79,67.1,26.0,2014
213.0,engenharia de producao eletrica  diurno,75.84,64.21,26.0,2014
214.0,engenharia de producao mecanica  diurno,83.5,71.32,26.0,2014
202.0,engenharia eletrica  diurno,80.79,67.23,65.0,2014
235.0,engenharia eletronica  diurno,75.25,62.4,39.0,2014
553.0,engenharia florestal curitibanos,59.08,28.44,65.0,2014
203.0,engenharia mecanica  diurno,85.1,73.43,71.0,2014
216.0,engenharia quimica  diurno,83.91,72.55,32.0,2014
211.0,engenharia sanitaria e ambiental,75.74,63.07,58.0,2014
755.0,engenharia textil  diurno blumenau,64.11,30.8,65.0,2014
601.0,engenharias joinville,77.64,56.01,260.0,2014
102.0,farmacia  diurno,74.02,48.07,84.0,2014
329.0,filosofia  bellic  noturno,72.58,47.12,24.0,2014
328.0,filosofia  bellic  vespertinonoturno,67.37,32.89,24.0,2014
2.0,fisica  bel  diurno,77.31,56.58,35.0,2014
225.0,fisica  licenciatura  noturno,73.95,36.81,48.0,2014
654.0,fisioterapia  bel  diurno ararangua,55.89,40.4,39.0,2014
109.0,fonoaudiologia  noturno,59.64,43.28,39.0,2014
331.0,geografia  bellic  diurno,57.82,47.05,26.0,2014
332.0,geografia  bellic  noturno,61.21,36.78,26.0,2014
336.0,geologia  bel  diurno,72.3,58.78,19.0,2014
326.0,historia  bellic  diurno,74.46,53.42,29.0,2014
327.0,historia  bellic  noturno,64.24,46.59,29.0,2014
415.0,jornalismo  diurno,78.13,61.08,39.0,2014
421.0,letras  alemao  bellic  diurno,73.04,30.53,26.0,2014
423.0,letras  espanhol  bellic  diurno,59.51,29.96,26.0,2014
424.0,letras  frances  bellic  diurno,57.1,34.22,26.0,2014
425.0,letras  ingles  bellic  diurno,67.96,52.05,26.0,2014
427.0,letras  italiano  bellic  diurno,52.49,30.06,26.0,2014
441.0,letras  libras  bel  diurno,48.3,29.74,13.0,2014
440.0,letras  libras  lic  diurno,44.83,28.31,13.0,2014
428.0,letras  portugues  bellic  diurno,66.68,42.38,52.0,2014
426.0,letras  portugues  bellic  noturno,62.72,40.65,26.0,2014
751.0,matematica  lic  noturno blumenau,61.47,26.59,65.0,2014
223.0,matematica  licenciatura  diurno,70.27,38.48,42.0,2014
224.0,matematica  licenciatura  noturno,59.8,27.36,26.0,2014
222.0,matematica e comput cientifica  bel,60.2,34.73,26.0,2014
103.0,medicina  diurno,89.54,81.08,65.0,2014
552.0,medicina veterinaria curitibanos,67.34,50.71,52.0,2014
230.0,meteorologia  diurno,58.47,28.04,19.0,2014
338.0,museologia  bel  diurno,56.24,29.5,16.0,2014
9.0,nutricao  diurno,79.65,56.75,29.0,2014
333.0,oceanografia  diurno,70.77,55.83,19.0,2014
104.0,odontologia  diurno,78.64,61.69,65.0,2014
308.0,pedagogia  diurno,68.09,34.68,65.0,2014
319.0,psicologia  bellic  diurno,77.25,60.55,58.0,2014
3.0,quimica  belbel em quimica tecnologica,72.6,49.31,52.0,2014
752.0,quimica  lic  noturno blumenau,68.38,29.31,65.0,2014
205.0,quimica  licenciatura  diurno,62.9,45.57,26.0,2014
340.0,relacoes internacionais  diurno,78.89,62.72,52.0,2014
429.0,secretariado executivo  bel  noturno,57.35,41.08,26.0,2014
309.0,servico social  diurno,65.05,27.16,52.0,2014
339.0,servico social  noturno,61.0,19.71,39.0,2014
238.0,sistemas de informacao  noturno,77.09,55.85,65.0,2014
652.0,tec da info e comunicacao ararangua,61.54,23.63,65.0,2014
502.0,zootecnia  diurno,56.59,24.03,45.0,2014
,,,,4216.0,2014
301.0,administracao  diurno,68.1,44.29,52.0,2015
316.0,administracao  noturno,66.61,39.52,52.0,2015
501.0,agronomia,71.64,31.67,57.0,2015
555.0,agronomia curitibanos,53.51,28.16,52.0,2015
337.0,antropologia  bel  diurno,53.98,43.81,13.0,2015
207.0,arquitetura e urbanismo,78.61,65.96,42.0,2015
335.0,arquivologia  bel  diurno,53.02,33.54,31.0,2015
451.0,artes cenicas  bel  noturno,60.03,38.22,15.0,2015
601.0,bacharel interdisciplinar em mobilidade,64.94,31.56,31.0,2015
324.0,biblioteconomia  noturno,57.89,25.71,42.0,2015
503.0,ciencia e tecnologia de alimentos,63.99,29.34,36.0,2015
108.0,ciencias biologicas  bellic  diurno,81.26,56.87,42.0,2015
110.0,ciencias biologicas  lic noturno,64.2,31.07,42.0,2015
