codigo,nome_do_curso,acertos_do_primeiro,acertos_do_ultimo,total_de_vagas,ano
302.0,ciencias contabeis  diurno,60.96,29.41,47.0,2015
317.0,ciencias contabeis  noturno,64.07,26.01,47.0,2015
208.0,ciencias da computacao,76.37,57.87,52.0,2015
304.0,ciencias economicas  diurno,79.97,47.51,47.0,2015
318.0,ciencias economicas  noturno,69.07,39.92,47.0,2015
310.0,ciencias sociais  bellic  diurno,66.5,44.56,22.0,2015
320.0,ciencias sociais  bellic  noturno,61.25,31.17,25.0,2015
450.0,cinema  bel  diurno,72.64,58.96,15.0,2015
454.0,design  bel  diurnonoturno,74.33,54.89,63.0,2015
303.0,direito  diurno,83.53,68.43,47.0,2015
5.0,direito  noturno,79.2,66.41,47.0,2015
444.0,educacao fisica  bel  diurno,60.92,47.62,31.0,2015
404.0,educacao fisica  lic  diurno,60.93,25.25,31.0,2015
101.0,enfermagem  diurno,59.47,42.77,39.0,2015
653.0,eng de energia  vespnot ararangua,68.8,42.27,42.0,2015
655.0,engde computacao  vespnot ararangua,70.3,47.1,31.0,2015
754.0,engde controle e automacao blumenau,67.64,28.66,52.0,2015
753.0,engde materiais  diurno blumenau,67.88,31.9,52.0,2015
602.0,engenharia aeroespacial,75.1,63.79,26.0,2015
603.0,engenharia automotiva,71.81,57.62,26.0,2015
201.0,engenharia civil  diurno,78.16,67.51,57.0,2015
215.0,engenharia de alimentos  diurno,69.52,58.43,26.0,2015
234.0,engenharia de aquicultura  diurno,52.14,32.84,42.0,2015
220.0,engenharia de controle e automacao,81.12,66.15,37.0,2015
607.0,engenharia de infraestrutura,67.31,52.64,26.0,2015
233.0,engenharia de materiais  diurno,82.22,63.69,36.0,2015
212.0,engenharia de producao civil  diurno,74.72,65.86,21.0,2015
213.0,engenharia de producao eletrica  diurno,69.35,58.42,21.0,2015
214.0,engenharia de producao mecanica  diurno,78.09,69.16,21.0,2015
608.0,engenharia de transportes e logistica,66.57,34.66,26.0,2015
202.0,engenharia eletrica  diurno,78.46,66.46,52.0,2015
235.0,engenharia eletronica  diurno,75.76,61.09,31.0,2015
604.0,engenharia ferroviaria e metroviaria,69.07,33.86,21.0,2015
553.0,engenharia florestal curitibanos,50.31,29.46,52.0,2015
203.0,engenharia mecanica  diurno,82.48,72.14,57.0,2015
605.0,engenharia mecatronica,75.14,61.07,26.0,2015
606.0,engenharia naval,71.8,62.48,26.0,2015
216.0,engenharia quimica  diurno,85.96,69.82,26.0,2015
211.0,engenharia sanitaria e ambiental,74.63,61.29,47.0,2015
755.0,engenharia textil  diurno blumenau,69.76,34.21,52.0,2015
102.0,farmacia  diurno,68.55,30.03,68.0,2015
329.0,filosofia  bellic  noturno,60.92,39.76,19.0,2015
328.0,filosofia  bellic  vespertinonoturno,61.4,28.7,19.0,2015
2.0,fisica  bel  diurno,70.87,37.9,28.0,2015
225.0,fisica  licenciatura  noturno,78.77,30.49,39.0,2015
654.0,fisioterapia  bel  diurno ararangua,58.41,27.89,31.0,2015
109.0,fonoaudiologia  noturno,58.86,28.87,31.0,2015
331.0,geografia  bellic  diurno,61.89,34.04,21.0,2015
332.0,geografia  bellic  noturno,60.15,31.71,21.0,2015
336.0,geologia  bel  diurno,74.64,59.61,15.0,2015
326.0,historia  bellic  diurno,63.74,49.76,23.0,2015
327.0,historia  bellic  noturno,61.48,43.4,23.0,2015
415.0,jornalismo  diurno,70.48,58.6,31.0,2015
421.0,letras  alemao  bellic  diurno,56.1,35.63,21.0,2015
423.0,letras  espanhol  bellic  diurno,55.08,33.24,21.0,2015
424.0,letras  frances  bellic  diurno,51.76,30.07,21.0,2015
425.0,letras  ingles  bellic  diurno,63.01,50.0,21.0,2015
427.0,letras  italiano  bellic  diurno,53.87,37.2,21.0,2015
441.0,letras  libras  bel  diurno,47.73,37.1,10.0,2015
440.0,letras  libras  lic  diurno,28.31,28.31,10.0,2015
428.0,letras  portugues  bellic  diurno,59.86,31.55,42.0,2015
426.0,letras  portugues  bellic  noturno,67.14,34.9,21.0,2015
751.0,matematica  lic  noturno blumenau,66.89,30.99,52.0,2015
223.0,matematica  licenciatura  diurno,61.53,35.05,34.0,2015
224.0,matematica  licenciatura  noturno,57.62,32.64,21.0,2015
222.0,matematica e comput cientifica  bel,62.28,38.24,21.0,2015
103.0,medicina  diurno,89.45,78.8,52.0,2015
552.0,medicina veterinaria curitibanos,61.2,42.0,42.0,2015
230.0,meteorologia  diurno,58.5,31.22,15.0,2015
338.0,museologia  bel  diurno,54.88,33.29,13.0,2015
9.0,nutricao  diurno,67.95,57.1,23.0,2015
333.0,oceanografia  diurno,65.73,54.1,15.0,2015
104.0,odontologia  diurno,73.04,57.94,52.0,2015
308.0,pedagogia  diurno,61.1,29.29,52.0,2015
319.0,psicologia  bellic  diurno,75.09,61.38,47.0,2015
3.0,quimica  belbel em quimica tecnologica,70.87,42.36,42.0,2015
752.0,quimica  lic  noturno blumenau,55.62,33.36,52.0,2015
205.0,quimica  licenciatura  diurno,67.24,25.64,21.0,2015
340.0,relacoes internacionais  diurno,79.7,61.17,42.0,2015
429.0,secretariado executivo  bel  noturno,62.87,33.55,21.0,2015
309.0,servico social  diurno,50.01,26.7,42.0,2015
339.0,servico social  noturno,56.05,27.46,31.0,2015
238.0,sistemas de informacao  noturno,74.62,52.98,52.0,2015
652.0,tec da info e comunicacao ararangua,66.24,29.78,52.0,2015
502.0,zootecnia  diurno,55.33,31.5,36.0,2015
,,,,3386.0,2015
301.0,administracao  diurno,68.62,53.58,35.0,2016
316.0,administracao  noturno,67.08,52.83,35.0,2016
501.0,agronomia,70.24,51.41,38.0,2016
555.0,agronomia curitibanos,53.54,26.93,35.0,2016
455.0,animacao  bacharelado diurnonoturno,73.7,58.75,14.0,2016
337.0,antropologia  bel  diurno,70.46,52.46,9.0,2016
207.0,arquitetura e urbanismo,81.8,70.49,28.0,2016
335.0,arquivologia  bel  diurno,50.07,24.42,21.0,2016
451.0,artes cenicas  bel  noturno,62.3,51.5,10.0,2016
601.0,bacharel interdisciplinar em mobilidade,58.58,39.67,21.0,2016
324.0,biblioteconomia  noturno,62.46,25.21,21.0,2016
342.0,ciencia da informacao  bel  diurnonot,53.25,33.56,7.0,2016
503.0,ciencia e tecnologia de alimentos,60.88,31.39,24.0,2016
108.0,ciencias biologicas  bellic  diurno,80.14,61.03,28.0,2016
110.0,ciencias biologicas  lic noturno,61.31,47.9,28.0,2016
302.0,ciencias contabeis  diurno,70.26,48.94,31.0,2016
317.0,ciencias contabeis  noturno,64.03,46.88,31.0,2016
208.0,ciencias da computacao,83.12,61.06,35.0,2016
304.0,ciencias economicas  diurno,71.29,54.6,31.0,2016
318.0,ciencias economicas  noturno,66.3,50.24,31.0,2016
310.0,ciencias sociais  bellic  diurno,68.42,54.51,15.0,2016
320.0,ciencias sociais  bellic  noturno,66.17,50.81,17.0,2016
450.0,cinema  bel  diurno,76.82,61.36,10.0,2016
454.0,design  bel  diurnonoturno,73.59,62.68,28.0,2016
303.0,direito  diurno,85.45,73.34,31.0,2016
5.0,direito  noturno,85.85,68.64,31.0,2016
444.0,educacao fisica  bel  diurno,62.13,51.25,21.0,2016
404.0,educacao fisica  lic  diurno,63.25,44.47,21.0,2016
101.0,enfermagem  diurno,61.83,51.16,26.0,2016
653.0,eng de energia  vespnot ararangua,74.9,54.02,28.0,2016
655.0,engde computacaodiurnonot ararangua,74.42,53.5,21.0,2016
754.0,engde controle e automacao blumenau,72.81,53.63,35.0,2016
602.0,engenharia aeroespacial,84.15,70.91,17.0,2016
603.0,engenharia automotiva,72.81,56.7,17.0,2016
201.0,engenharia civil  diurno,84.31,73.54,38.0,2016
215.0,engenharia de alimentos  diurno,75.12,63.88,17.0,2016
234.0,engenharia de aquicultura  diurno,56.28,27.17,28.0,2016
220.0,engenharia de controle e automacao,79.3,69.79,25.0,2016
607.0,engenharia de infraestrutura,66.89,53.31,17.0,2016
212.0,engenharia de producao civil  diurno,78.01,68.69,14.0,2016
213.0,engenharia de producao eletrica  diurno,73.08,64.88,14.0,2016
214.0,engenharia de producao mecanica  diurno,82.75,74.44,14.0,2016
608.0,engenharia de transportes e logistica,71.07,44.99,17.0,2016
202.0,engenharia eletrica  diurno,83.03,72.23,35.0,2016
235.0,engenharia eletronica  diurno,76.65,66.24,21.0,2016
604.0,engenharia ferroviaria e metroviaria,67.63,48.47,14.0,2016
553.0,engenharia florestal curitibanos,54.51,23.17,35.0,2016
233.0,engenharia materiais  diurno,80.43,67.37,24.0,2016
753.0,engenharia materiais  diurno blumenau,68.07,44.44,35.0,2016
203.0,engenharia mecanica  diurno,84.14,76.37,38.0,2016
605.0,engenharia mecatronica,78.93,67.68,17.0,2016
606.0,engenharia naval,76.1,66.16,17.0,2016
216.0,engenharia quimica  diurno,82.85,75.1,17.0,2016
211.0,engenharia sanitaria e ambiental,82.97,65.13,31.0,2016
755.0,engenharia textil  diurno blumenau,57.5,26.23,35.0,2016
102.0,farmacia  diurno,71.12,52.12,45.0,2016
329.0,filosofia  bellic  noturno,67.04,48.65,13.0,2016
328.0,filosofia  bellic  vespertinonoturno,63.89,48.03,13.0,2016
2.0,fisica  bel  diurno,71.53,59.16,19.0,2016
225.0,fisica  licenciatura  noturno,77.03,33.21,26.0,2016
654.0,fisioterapia  bel  diurno ararangua,57.05,46.34,21.0,2016
109.0,fonoaudiologia  diurno,65.27,46.16,21.0,2016
331.0,geografia  bellic  diurno,71.5,44.9,14.0,2016
332.0,geografia  bellic  noturno,58.44,46.2,14.0,2016
336.0,geologia  bel  diurno,72.24,61.37,10.0,2016
326.0,historia  bellic  diurno,70.52,57.3,16.0,2016
327.0,historia  bellic  noturno,67.25,51.94,16.0,2016
415.0,jornalismo  diurno,78.98,60.9,21.0,2016
421.0,letras  alemao  bellic  diurno,56.06,23.77,14.0,2016
423.0,letras  espanhol  bellic  diurno,51.65,25.89,14.0,2016
424.0,letras  frances  bellic  diurno,59.46,42.39,14.0,2016
425.0,letras  ingles  bellic  diurno,73.03,55.7,14.0,2016
427.0,letras  italiano  bellic  diurno,50.47,29.25,14.0,2016
441.0,letras  libras  bel  diurno,39.23,25.51,10.0,2016
440.0,letras  libras  lic  diurno,59.7,25.36,10.0,2016
428.0,letras  portugues  bellic  diurno,59.34,46.08,28.0,2016
426.0,letras  portugues  bellic  noturno,63.7,46.68,14.0,2016
756.0,matematica  lic  diurno blumenau,53.05,30.05,17.0,2016
751.0,matematica  lic  noturno blumenau,65.53,29.51,17.0,2016
223.0,matematica  licenciatura  diurno,65.93,23.1,23.0,2016
224.0,matematica  licenciatura  noturno,48.84,26.5,14.0,2016
222.0,matematica e comput cientifica  bel,82.88,38.58,14.0,2016
103.0,medicina  diurno,89.38,83.88,35.0,2016
552.0,medicina veterinaria curitibanos,71.25,52.26,28.0,2016
230.0,meteorologia  diurno,46.76,25.59,10.0,2016
338.0,museologia  bel  diurno,49.92,35.28,9.0,2016
9.0,nutricao  diurno,75.54,59.06,16.0,2016
333.0,oceanografia  diurno,69.95,62.29,10.0,2016
104.0,odontologia  diurno,76.42,62.75,35.0,2016
308.0,pedagogia  diurno,54.16,36.48,35.0,2016
319.0,psicologia  bellic  diurno,73.99,64.59,31.0,2016
3.0,quimica  belbel em quimica tecnologica,91.2,52.35,28.0,2016
752.0,quimica  lic  noturno blumenau,67.98,24.82,35.0,2016
205.0,quimica  licenciatura  diurno,63.62,43.03,14.0,2016
340.0,relacoes internacionais  diurno,81.09,65.25,28.0,2016
429.0,secretariado executivo  bel  noturno,53.01,41.12,14.0,2016
309.0,servico social  diurno,67.81,40.56,28.0,2016
339.0,servico social  noturno,57.3,35.14,21.0,2016
238.0,sistemas de informacao  noturno,75.1,59.0,35.0,2016
652.0,tec da info e comunicacao ararangua,61.24,32.29,35.0,2016
502.0,zootecnia  diurno,64.46,40.9,24.0,2016
,,,,2271.0,2016
301.0,administracao  diurno  florianopolis,69.62,51.84,35.0,2017
316.0,administracao  noturno  florianopolis,74.58,49.85,35.0,2017
501.0,agronomia  diurno  florianopolis,62.82,46.17,38.0,2017
555.0,agronomia  diurnonoturno  curitibanos,52.66,27.95,35.0,2017
455.0,animacao  bel  diurnonoturno  florianopolis,76.46,61.84,14.0,2017
337.0,antropologia  bel  diurno  florianopolis,65.52,52.79,9.0,2017
207.0,arquitetura e urbanismo  diurno  florianopolis,80.38,67.7,28.0,2017
335.0,arquivologia  bel  diurno  florianopolis,59.89,26.31,21.0,2017
451.0,artes cenicas  bel  noturno  florianopolis,78.21,61.83,15.0,2017
601.0,bacharelado interdiscip em mobilidade  joinville,62.28,28.1,21.0,2017
324.0,biblioteconomia  noturno  florianopolis,53.42,25.31,21.0,2017
342.0,ciencia da informacao  bel  diurnonot  florianopolis,56.16,43.9,7.0,2017
503.0,ciencia e tecnologia de alimentos  florianopolis,55.54,24.92,24.0,2017
108.0,ciencias biologicas  bellic  diurno  florianopolis,72.3,59.73,28.0,2017
110.0,ciencias biologicas  lic noturno  florianopolis,65.53,50.9,28.0,2017
302.0,ciencias contabeis  diurno  florianopolis,62.02,49.5,31.0,2017
317.0,ciencias contabeis  noturno  florianopolis,75.25,44.39,31.0,2017
208.0,ciencias da computacao  diurno  florianopolis,75.7,61.87,35.0,2017
304.0,ciencias economicas  diurno  florianopolis,79.17,53.03,31.0,2017
318.0,ciencias economicas  noturno  florianopolis,64.16,50.99,31.0,2017
310.0,ciencias sociais  bellic  diurno  florianopolis,65.62,47.17,15.0,2017
320.0,ciencias sociais  bellic  noturno  florianopolis,61.97,45.96,17.0,2017
450.0,cinema  bel  diurno  florianopolis,80.73,60.75,10.0,2017
454.0,design  bel  diurnonoturno  florianopolis,73.23,59.99,21.0,2017
452.0,design de produto  bel  diurnonoturno  florianopolis,65.38,48.37,14.0,2017
303.0,direito  diurno  florianopolis,81.89,66.73,31.0,2017
5.0,direito  noturno  florianopolis,79.08,69.69,31.0,2017
444.0,educacao fisica  bel  diurno  florianopolis,72.48,52.45,21.0,2017
404.0,educacao fisica  lic  diurno  florianopolis,62.44,44.03,21.0,2017
101.0,enfermagem  diurno  florianopolis,64.46,49.36,26.0,2017
602.0,engenharia aeroespacial  diurno  joinville,81.04,68.23,17.0,2017
603.0,engenharia automotiva  diurno  joinville,74.99,57.89,17.0,2017
201.0,engenharia civil  diurno  florianopolis,78.56,67.28,38.0,2017
215.0,engenharia de alimentos  diurno  florianopolis,68.96,54.7,17.0,2017
234.0,engenharia de aquicultura  diurno  florianopolis,67.98,30.67,28.0,2017
655.0,engenharia de computacaodiurnonoturno  ararangua,71.32,50.68,21.0,2017
754.0,engenharia de controle e automacao  blumenau,66.83,48.73,35.0,2017
220.0,engenharia de controle e automacao  florianopolis,77.27,67.38,25.0,2017
653.0,engenharia de energiavespertinonoturno  ararangua,69.9,46.98,28.0,2017
607.0,engenharia de infraestrutura  diurno  joinville,67.82,48.22,17.0,2017
753.0,engenharia de materiais  diurno  blumenau,59.02,37.12,35.0,2017
233.0,engenharia de materiais  diurno  florianopolis,73.89,58.71,24.0,2017
212.0,engenharia de producao civil  diurno  florianopolis,75.67,65.99,14.0,2017
213.0,engenharia de producao eletrica  diurno  florianopolis,67.33,61.69,14.0,2017
214.0,engenharia de producao mecanica  diurno  florianopolis,76.19,69.45,14.0,2017
608.0,engenharia de transportes e logistica  joinville,65.76,44.2,17.0,2017
202.0,engenharia eletrica  diurno  florianopolis,82.67,66.21,35.0,2017
235.0,engenharia eletronica  diurno  florianopolis,75.59,59.73,21.0,2017
604.0,engenharia ferroviaria e metroviaria  joinville,63.91,38.26,14.0,2017
553.0,engenharia florestal  diurnonoturno  curitibanos,50.21,25.84,35.0,2017
203.0,engenharia mecanica  diurno  florianopolis,83.04,74.04,38.0,2017
605.0,engenharia mecatronica  diurno  joinville,71.35,63.35,17.0,2017
606.0,engenharia naval  diurno  joinville,70.75,63.16,17.0,2017
216.0,engenharia quimica  diurno  florianopolis,81.34,71.07,17.0,2017
211.0,engenharia sanitaria e ambiental  diurn  florianopolis,72.61,57.8,31.0,2017
755.0,engenharia textil  diurno  blumenau,56.03,23.65,35.0,2017
102.0,farmacia  diurno  florianopolis,73.45,52.39,45.0,2017
329.0,filosofia  bellic  noturno  florianopolis,53.07,46.34,13.0,2017
328.0,filosofia  bellic  vespertinonoturno  florianopolis,69.98,50.44,13.0,2017
2.0,fisica  bel  diurno  florianopolis,70.9,57.64,19.0,2017
225.0,fisica  licenciatura  noturno  florianopolis,56.92,34.4,26.0,2017
654.0,fisioterapia  bel  diurno  ararangua,62.71,47.34,21.0,2017
109.0,fonoaudiologia  diurno  florianopolis,65.97,45.5,21.0,2017
331.0,geografia  bellic  diurno  florianopolis,61.63,49.39,14.0,2017
332.0,geografia  bellic  noturno  florianopolis,65.04,46.11,14.0,2017
336.0,geologia  bel  diurno  florianopolis,77.4,60.75,10.0,2017
326.0,historia  bellic  diurno  florianopolis,70.17,56.4,16.0,2017
327.0,historia  bellic  noturno  florianopolis,71.99,50.02,16.0,2017
415.0,jornalismo  diurno  florianopolis,74.72,58.04,21.0,2017
421.0,letras  alemao  bellic  diurno  florianopolis,61.23,38.02,14.0,2017
423.0,letras  espanhol  bellic  diurno  florianopolis,58.24,32.45,14.0,2017
424.0,letras  frances  bellic  diurno  florianopolis,70.27,42.55,14.0,2017
425.0,letras  ingles  bellic  diurno  florianopolis,64.46,52.39,14.0,2017
427.0,letras  italiano  bellic  diurno  florianopolis,52.46,29.01,14.0,2017
441.0,letras  libras  bel  diurno  florianopolis,68.15,30.61,7.0,2017
440.0,letras  libras  lic  diurno  florianopolis,41.05,23.89,7.0,2017
428.0,letras  portugues  bellic  diurno  florianopolis,66.74,48.79,28.0,2017
426.0,letras  portugues  bellic  noturno  florianopolis,62.9,48.16,14.0,2017
222.0,matematica  bel  diurno  florianopolis,73.01,36.78,14.0,2017
756.0,matematica  licenciatura  diurno  blumenau,62.83,28.91,17.0,2017
223.0,matematica  licenciatura  diurno  florianopolis,67.18,21.08,38.0,2017
751.0,matematica  licenciatura  noturno  blumenau,59.65,26.14,17.0,2017
103.0,medicina  diurno  florianopolis,89.02,82.21,35.0,2017
552.0,medicina veterinaria  diurno  curitibanos,68.07,52.3,28.0,2017
230.0,meteorologia  diurno  florianopolis,56.46,35.01,10.0,2017
338.0,museologia  bel  diurno  florianopolis,52.66,25.56,10.0,2017
9.0,nutricao  diurno  florianopolis,68.27,61.49,16.0,2017
333.0,oceanografia  diurno  florianopolis,65.4,56.7,10.0,2017
104.0,odontologia  diurno  florianopolis,72.01,63.02,35.0,2017
308.0,pedagogia  diurno  florianopolis,54.2,39.23,35.0,2017
319.0,psicologia  bellic  diurno  florianopolis,76.03,63.44,31.0,2017
3.0,quimica  belbel em quimica tecnologica  florianopolis,85.1,50.45,28.0,2017
205.0,quimica  licenciatura  diurno  florianopolis,72.57,47.21,14.0,2017
752.0,quimica  licenciatura  noturno  blumenau,59.95,26.63,35.0,2017
340.0,relacoes internacionais  diurno  florianopolis,74.98,62.58,28.0,2017
429.0,secretariado executivo  bel  noturno  florianopolis,60.88,41.41,14.0,2017
309.0,servico social  diurno  florianopolis,56.66,39.3,28.0,2017
339.0,servico social  noturno  florianopolis,50.59,41.22,21.0,2017
238.0,sistemas de informacao  noturno  florianopolis,69.28,58.32,35.0,2017
652.0,tec da info e comunicacao  noturno  ararangua,64.7,35.59,35.0,2017
502.0,zootecnia  diurno  florianopolis,53.45,36.3,24.0,2017
,,,,2279.0,2017
301.0,administracao  diurno  florianopolis,64.21,46.25,35.0,2018
316.0,administracao  noturno  florianopolis,76.07,45.65,35.0,2018
555.0,agronomia  diurno  curitibanos,49.92,23.2,35.0,2018
501.0,agronomia  diurno  florianopolis,69.12,47.66,38.0,2018
455.0,animacao  diurnonoturno  florianopolis,70.88,64.15,14.0,2018
337.0,antropologia  diurno  florianopolis,65.35,48.7,9.0,2018
207.0,arquitetura e urbanismo  diurno  florianopolis,84.83,68.48,28.0,2018
335.0,arquivologia  diurno  florianopolis,51.78,28.46,21.0,2018
451.0,artes cenicas  noturno  florianopolis,79.75,53.54,15.0,2018
601.0,bacharelado interdiscip em mobilidade  joinville,55.39,32.15,21.0,2018
324.0,biblioteconomia  noturno  florianopolis,46.92,34.63,21.0,2018
342.0,ciencia da informacao  diurnonot  florianopolis,61.65,42.71,7.0,2018
503.0,ciencia e tecnologia de alimentos  florianopolis,57.9,34.89,24.0,2018
108.0,ciencias biologicas  bellic  diurno  florianopolis,74.63,64.46,28.0,2018
110.0,ciencias biologicas  lic noturno  florianopolis,75.87,40.22,28.0,2018
302.0,ciencias contabeis  diurno  florianopolis,70.99,37.18,31.0,2018
317.0,ciencias contabeis  noturno  florianopolis,58.74,35.8,31.0,2018
208.0,ciencias da computacao  diurno  florianopolis,82.97,54.87,35.0,2018
304.0,ciencias economicas  diurno  florianopolis,83.34,52.95,31.0,2018
318.0,ciencias economicas  noturno  florianopolis,68.97,39.61,31.0,2018
310.0,ciencias sociais  bellic  diurno  florianopolis,61.01,47.49,15.0,2018
320.0,ciencias sociais  bellic  noturno  florianopolis,62.3,33.12,17.0,2018
450.0,cinema  diurno  florianopolis,75.55,65.62,10.0,2018
454.0,design  diurnonoturno  florianopolis,73.2,60.89,21.0,2018
452.0,design de produto  diurnonoturno  florianopolis,77.98,54.08,14.0,2018
303.0,direito  diurno  florianopolis,82.92,73.66,31.0,2018
5.0,direito  noturno  florianopolis,79.38,68.15,31.0,2018
444.0,educacao fisica  bel  diurno  florianopolis,64.87,50.79,21.0,2018
404.0,educacao fisica  lic  diurno  florianopolis,55.77,45.17,21.0,2018
101.0,enfermagem  diurno  florianopolis,68.3,52.17,26.0,2018
602.0,engenharia aeroespacial  diurnonoturno  joinville,77.63,68.31,17.0,2018
603.0,engenharia automotiva  diurnonoturno  joinville,69.33,55.75,17.0,2018
201.0,engenharia civil  diurno  florianopolis,79.88,66.1,38.0,2018
215.0,engenharia de alimentos  diurno  florianopolis,70.73,56.71,17.0,2018
234.0,engenharia de aquicultura  diurno  florianopolis,54.03,31.22,28.0,2018
655.0,engenharia de computacaodiurnonoturno  ararangua,63.88,45.69,21.0,2018
754.0,engenharia de controle e automacao  blumenau,67.05,36.62,35.0,2018
220.0,engenharia de controle e automacao  florianopolis,81.95,62.8,25.0,2018
653.0,engenharia de energia  diurnonoturno  ararangua,66.68,29.35,28.0,2018
607.0,engenharia de infraestruturadiurnonot  joinville,67.69,42.39,17.0,2018
753.0,engenharia de materiais  diurno  blumenau,67.07,35.79,35.0,2018
233.0,engenharia de materiais  diurno  florianopolis,72.08,61.5,24.0,2018
212.0,engenharia de producao civil  diurno  florianopolis,72.4,63.69,14.0,2018
213.0,engenharia de producao eletrica  diurno  florianopolis,72.24,59.18,14.0,2018
214.0,engenharia de producao mecanica  diurno  florianopolis,79.37,68.65,14.0,2018
608.0,engenharia de transportes e logistica  joinville,65.94,32.72,17.0,2018
202.0,engenharia eletrica  diurno  florianopolis,84.9,65.2,35.0,2018
235.0,engenharia eletronica  diurno  florianopolis,74.82,63.55,21.0,2018
604.0,engenharia ferroviaria e metroviaria  joinville,53.09,31.7,14.0,2018
553.0,engenharia florestal  diurno  curitibanos,50.42,28.3,35.0,2018
203.0,engenharia mecanica  diurno  florianopolis,87.95,72.78,38.0,2018
605.0,engenharia mecatronica  diurnonoturno  joinville,80.28,65.22,17.0,2018
606.0,engenharia naval  diurnonoturno  joinville,65.69,54.35,17.0,2018
216.0,engenharia quimica  diurno  florianopolis,80.99,69.61,17.0,2018
211.0,engenharia sanitaria e ambientaldiurno  florianopolis,75.95,53.22,31.0,2018
755.0,engenharia textil  diurno  blumenau,44.73,31.39,35.0,2018
102.0,farmacia  diurno  florianopolis,75.46,53.79,45.0,2018
329.0,filosofia  bellic  noturno  florianopolis,64.09,43.83,13.0,2018
328.0,filosofia  bellic  vespertinonoturno  florianopolis,68.78,31.39,13.0,2018
2.0,fisica  bel  diurno  florianopolis,77.62,58.1,19.0,2018
225.0,fisica  lic  noturno  florianopolis,68.89,30.86,26.0,2018
654.0,fisioterapia  diurno  ararangua,61.73,46.18,21.0,2018
109.0,fonoaudiologia  diurno  florianopolis,65.47,48.7,14.0,2018
331.0,geografia  bellic  diurno  florianopolis,63.18,29.89,14.0,2018
332.0,geografia  bellic  noturno  florianopolis,58.95,43.57,14.0,2018
336.0,geologia  diurno  florianopolis,66.24,54.0,10.0,2018
326.0,historia  bellic  diurno  florianopolis,65.53,52.23,16.0,2018
327.0,historia  bellic  noturno  florianopolis,62.96,48.99,16.0,2018
415.0,jornalismo  diurno  florianopolis,71.65,56.76,21.0,2018
421.0,letras  alemao  bellic  diurno  florianopolis,66.42,35.83,14.0,2018
423.0,letras  espanhol  bellic  diurno  florianopolis,55.99,33.82,14.0,2018
424.0,letras  frances  bellic  diurno  florianopolis,57.77,36.26,14.0,2018
425.0,letras  ingles  bellic  diurno  florianopolis,65.75,54.2,14.0,2018
427.0,letras  italiano  bellic  diurno  florianopolis,60.77,35.7,14.0,2018
441.0,letras  libras  bel  diurno  florianopolis,36.88,36.88,7.0,2018
440.0,letras  libras  lic  diurno  florianopolis,41.11,33.18,7.0,2018
428.0,letras  portugues  bellic  diurno  florianopolis,61.44,36.19,28.0,2018
426.0,letras  portugues  bellic  noturno  florianopolis,68.34,42.05,14.0,2018
222.0,matematica  bel  diurno  florianopolis,76.46,36.2,14.0,2018
756.0,matematica  lic  diurno  blumenau,53.07,35.78,17.0,2018
223.0,matematica  lic  diurno  florianopolis,62.36,29.17,38.0,2018
751.0,matematica  lic  noturno  blumenau,58.64,31.09,17.0,2018
103.0,medicina  diurno  florianopolis,89.64,83.96,35.0,2018
552.0,medicina veterinaria  diurno  curitibanos,67.26,51.89,28.0,2018
230.0,meteorologia  diurno  florianopolis,45.13,36.36,10.0,2018
338.0,museologia  diurno  florianopolis,48.97,29.83,10.0,2018
9.0,nutricao  diurno  florianopolis,74.43,62.62,16.0,2018
333.0,oceanografia  diurno  florianopolis,73.29,53.83,10.0,2018
104.0,odontologia  diurno  florianopolis,79.52,62.59,35.0,2018
308.0,pedagogia  diurno  florianopolis,58.9,32.57,35.0,2018
319.0,psicologia  bellic  diurno  florianopolis,76.45,66.93,31.0,2018
3.0,quimica  belbel em quimica tecnologica  florianopolis,89.16,46.17,28.0,2018
205.0,quimica  lic  diurno  florianopolis,68.1,35.9,14.0,2018
752.0,quimica  lic  noturno  blumenau,61.3,29.9,35.0,2018
340.0,relacoes internacionais  diurno  florianopolis,79.09,66.1,28.0,2018
429.0,secretariado executivo  noturno  florianopolis,55.2,30.45,14.0,2018
309.0,servico social  diurno  florianopolis,57.39,31.5,28.0,2018
339.0,servico social  noturno  florianopolis,60.42,27.87,21.0,2018
238.0,sistemas de informacao  noturno  florianopolis,66.13,53.56,35.0,2018
652.0,tec da info e comunicacao  noturno  ararangua,55.5,27.37,21.0,2018
502.0,zootecnia  diurno  florianopolis,64.97,27.41,24.0,2018
,,,,2258.0,2018
301.0,administracao  diurno  florianopolis,67.22,51.89,35.0,2019
316.0,administracao  noturno  florianopolis,62.23,48.63,35.0,2019
555.0,agronomia  diurno  curitibanos,61.94,27.05,35.0,2019
501.0,agronomia  diurno  florianopolis,72.1,45.65,38.0,2019
455.0,animacao  diurnonoturno  florianopolis,76.09,62.58,14.0,2019
337.0,antropologia  diurno  florianopolis,61.29,47.43,9.0,2019
207.0,arquitetura e urbanismo  diurno  florianopolis,80.89,67.27,28.0,2019
335.0,arquivologia  diurno  florianopolis,49.33,24.04,21.0,2019
451.0,artes cenicas  noturno  florianopolis,72.59,57.47,15.0,2019
601.0,bacharelado interdiscip em mobilidade  joinville,56.64,35.2,21.0,2019
324.0,biblioteconomia  noturno  florianopolis,54.77,31.3,21.0,2019
